background,question,option,ground_truth,prediction,acc,explanation,bleu4,bleu1,meteor,rouge1,rouge2,rougeL,rougeLsum,bertscore_f1,bertscore_f1_avg_sent,bertscore_f1_max_sent
"A 45-year-old man undergoes a truncal vagotomy and antrectomy with Billroth II reconstruction for chronic peptic ulcer disease with pyloro-duodenal stricture. Six weeks after the surgery she reports that shortly after (less than half an hour) after ingestions she presents nausea, asthenia and sweating, dizziness and abdominal cramps usually accompanied by diarrhea. Which of the following is the most appropriate approach for her initial management?",Which of the following is the most appropriate approach for her initial management?,"
A. Apply treatment with a somatostatin inhibitor (octreotide) 
B. Follow specific dietary measures 
C. Trial treatment with a benzodiazepine 
D. Search for a probable neuroendocrine tumor (e.g. carcinoid) 
E. Indicate surgical treatment to perform an antiperistaltic Roux-en-Y gastrojejunostomy
",B,B,True,"The patient's symptoms of nausea, asthenia, sweating, dizziness, abdominal cramps, and diarrhea shortly after eating are indicative of dumping syndrome, which can occur after certain gastrointestinal surgeries, including truncal vagotomy and antrectomy with Billroth II reconstruction. Dumping syndrome happens when food moves too quickly from the stomach into the small intestine, leading to symptoms such as those described. Let's examine each option: A. Apply treatment with a somatostatin inhibitor (octreotide) - This is not typically the first-line approach for dumping syndrome. Somatostatin inhibitors like octreotide are used in cases where dumping syndrome is severe and unresponsive to dietary modifications, or in cases of carcinoid syndrome. B. Follow specific dietary measures - This is the most appropriate initial management. Dietary changes, such as eating smaller, more frequent meals, avoiding high-sugar and high-fat foods, and drinking fluids between meals rather than with them, can help manage dumping syndrome symptoms effectively. C. Trial treatment with a benzodiazepine - Benzodiazepines are not indicated for managing dumping syndrome. They are primarily used for anxiety and sleep disorders and do not address the underlying physiological issues causing the symptoms. D. Search for a probable neuroendocrine tumor (e.g., carcinoid) - While it's important to rule out other causes of similar symptoms, especially if they persist despite dietary modifications, this is not the initial approach. The presence of dumping syndrome symptoms strongly suggests a postoperative condition rather than a neuroendocrine tumor. E. Indicate surgical treatment to perform an antiperistaltic Roux-en-Y gastrojejunostomy - Surgical intervention is generally reserved for severe, refractory cases of dumping syndrome that do not respond to conservative management. It is not the initial approach and would be considered only after dietary measures have been tried and failed. Therefore, the most appropriate initial management for this patient is to follow specific dietary measures to manage dumping syndrome symptoms.",0.0029,0.0288,0.2015,0.069,0.0315,0.0627,0.0627,0.4375,0.5492,0.684
"A 46-year-old man with bipolar disorder is brought to the emergency department after an over-ingestion of lithium carbonate. Examination reveals severe tremor, ataxia, dysarthria, myoclonus and fasciculations. Lithemia is 4.1 mEq/L (toxicity > 1.6 mEq/L). Which of the following therapeutic options would be most indicated?",Which of the following therapeutic options would be most indicated?,"
A. Aminophylline associated with a cathartic 
B. Activated charcoal 
C. Hemodialysis 
D. Forced diuresis
",C,C,True,"A. Aminophylline associated with a cathartic - This option is incorrect because aminophylline is used to treat hypoxia due to lithium toxicity by increasing oxygen delivery to tissues. However, it does not directly remove lithium from the body. Additionally, a cathartic (a laxative) might help in the elimination of undigested lithium, but it is not as effective as hemodialysis for removing significant amounts of lithium from the bloodstream, especially when the lithium level is severely toxic. B. Activated charcoal - While activated charcoal can adsorb some unabsorbed lithium in the gastrointestinal tract, it is generally less effective than hemodialysis for treating severe lithium toxicity, particularly when the blood lithium concentration is already elevated and potentially life-threatening. The primary goal in severe cases is to rapidly reduce the serum lithium levels. C. Hemodialysis - This is the most appropriate treatment for severe lithium toxicity. Hemodialysis can rapidly lower the blood lithium concentration by filtering the blood through a dialyzer, effectively removing the excess lithium. It is particularly useful in cases where the lithium level is significantly elevated, as in this case (4.1 mEq/L), which is well above the toxic threshold of 1.6 mEq/L. Hemodialysis is also beneficial if the patient presents with neurological symptoms such as those described (severe tremor, ataxia, dysarthria, myoclonus, and fasciculations), as these can be life-threatening and require prompt intervention. D. Forced diuresis - While forced diuresis (increasing urine output through the use of diuretics like furosemide) can help in reducing lithium levels by increasing its excretion in the urine, it is not as effective as hemodialysis for achieving rapid reduction of serum lithium concentrations, especially in cases of severe toxicity. Forced diuresis may also lead to dehydration and electrolyte imbalances, which could complicate the patient's condition further. In conclusion, given the severity of the lithium toxicity and the presence of neurological symptoms, hemodialysis is the most indicated therapeutic option to rapidly reduce the serum lithium concentration and alleviate the patient's condition.",0.0,0.0161,0.1477,0.0413,0.0119,0.0354,0.0354,0.4091,0.5194,0.6222
"A 4-year-old girl presenting with a high fever of 6 days' evolution. On clinical examination she presents an erythematous maculopapular rash on the trunk and genital area, with a tendency to confluence, without becoming scarlatiniform; conjunctival injection without secretions and red lips with raspberry tongue. She also presents erythema with edema in hands and feet and a unilateral cervical adenopathy of 2 cm in diameter. The most likely clinical diagnosis of suspicion is:",The most likely clinical diagnosis of suspicion is:,"
A. Kawasaki disease 
B. Measles 
C. Rubella 
D. Scarlet fever
",A,A,True,"- Kawasaki disease: This condition is characterized by a prolonged high fever (typically lasting more than 5 days), along with a specific rash that can be erythematous and maculopapular, often confluent but not scarlatiniform. The patient's presentation includes conjunctival injection, red lips, and a ""raspberry tongue,"" which are classic features of Kawasaki disease. Additionally, the edema and erythema of the hands and feet, as well as unilateral cervical adenopathy, are also consistent with Kawasaki disease. Kawasaki disease is a systemic vasculitis that primarily affects children under 5 years old. - Measles: While measles can present with a maculopapular rash, it typically starts on the face and spreads downward. The rash in measles is usually scarlatiniform (sandpaper-like) and does not tend to conflate easily. Measles also causes Koplik spots, which are small white spots surrounded by a red halo on the buccal mucosa, which are not mentioned in this case. The absence of these typical measles features makes this less likely. - Rubella: Rubella typically presents with a generalized maculopapular rash that starts on the face and spreads down the body. It does not usually cause a high fever for more than a few days, and the rash is not typically confluent or scarlatiniform. The other symptoms like conjunctival injection and the ""raspberry tongue"" are not characteristic of rubella. Therefore, rubella is unlikely in this case. - Scarlet fever: Scarlet fever is caused by group A Streptococcus and presents with a characteristic scarlatiniform rash that begins on the neck and chest and spreads to the rest of the body. It is associated with pharyngitis and often has a ""strawberry tongue."" The rash in scarlet fever is not typically maculopapular or confluent, and the other symptoms like conjunctival injection and the ""raspberry tongue"" are not seen in scarlet fever. Thus, scarlet fever is not the most likely diagnosis. Given the clinical presentation, Kawasaki disease is the most appropriate diagnosis among the options provided.",0.0,0.0216,0.0885,0.0428,0.0123,0.0306,0.0306,0.3683,0.5446,0.683
"A 67-year-old man presents with 3 months of asthenia and febrile fever, with nasal obstruction and mucus emission with some clots in the last month. In the last few days she noticed pain in the right eye and asymmetry with respect to the contralateral eye. Physical examination reveals proptosis of the right eyeball and inspection of the nostrils reveals an erythematous mucosa with serohematic crusts. The rest of the examination was normal. Blood tests (hemogram, renal and hepatic function) are normal, except for an ESR of 65 mm/h; urinalysis shows microhematuria and proteinuria of 520 mg/24h. What is the most probable initial diagnosis?",What is the most probable initial diagnosis?,"
A. Eosinophilic granulomatosis with polyangiitis 
B. Microscopic polyangiitis 
C. Granulomatosis with polyangiitis 
D. Polyarteritis nodosa
",C,C,True,"1. Granulomatosis with Polyangiitis (GPA): This condition, previously known as Wegener's granulomatosis, is characterized by necrotizing vasculitis affecting small and medium-sized blood vessels. It commonly involves the upper and lower respiratory tract, kidneys, and occasionally the eyes. The clinical presentation includes symptoms such as nasal congestion, sinusitis, hemoptysis, and renal involvement, which align well with the patient's history of nasal obstruction, mucus emission with clots, and microhematuria. The presence of proptosis (eye bulging) and asymmetry between the eyes also suggests orbital involvement, which is common in GPA due to inflammation of the ophthalmic arteries. The elevated ESR (65 mm/h) and findings on urinalysis (microhematuria and proteinuria) further support renal involvement, a key feature of GPA. 2. Eosinophilic Granulomatosis with Polyangiitis (EGPA): This condition, formerly known as Churg-Strauss syndrome, typically presents with asthma, eosinophilia, and vasculitis. While it can involve the respiratory system and kidneys, the specific combination of nasal symptoms, ocular involvement, and the pattern of renal involvement (microhematuria and proteinuria) are less characteristic of EGPA compared to GPA. Additionally, the absence of significant eosinophilia in this case makes EGPA less likely. 3. Microscopic Polyangiitis (MPA): MPA is a type of small-vessel vasculitis that primarily affects the kidneys and lungs. It can present with renal involvement (proteinuria and hematuria), but the ocular involvement (proptosis and pain) and the nasal symptoms (nasal obstruction, mucus emission) are less common in MPA compared to GPA. The absence of significant eosinophilia and the more typical respiratory and renal manifestations make MPA less likely in this scenario. 4. Polyarteritis Nodosa (PAN): PAN is a systemic vasculitis that primarily affects medium-sized arteries. It can present with a variety of symptoms including skin lesions, abdominal pain, and renal involvement. However, the specific combination of nasal symptoms, ocular involvement, and the pattern of renal involvement seen in this patient are not typical of PAN. The absence of significant skin lesions and the more characteristic gastrointestinal and renal manifestations make PAN less likely. In conclusion, the clinical presentation, including nasal symptoms, ocular involvement, renal involvement, and the pattern of laboratory findings, most closely align with the diagnostic criteria for Granulomatosis with Polyangiitis (GPA).",0.0,0.0069,0.0295,0.0163,0.0,0.0163,0.0163,0.3242,0.5275,0.5973
"75-year-old woman diagnosed 3 years ago with soft drusen in the fundus. She reports presenting, since 2 weeks ago, metamorphopsia and significant visual loss in her right eye that prevents her from reading. Indicate the most probable diagnosis:",Indicate the most probable diagnosis:,"
A. Macular epiretinal membrane 
B. Macular hole 
C. Thrombosis of the central retinal vein 
D. Senile macular degeneration 
E. Central serous chorioretinopathy
",D,D,True,"- A. Macular epiretinal membrane: This condition involves a thin sheet of fibrous tissue that forms over the macula, causing distortion of vision. While it can cause metamorphopsia (distorted vision), it typically does not cause significant visual loss as quickly as described in this case. The onset of symptoms is usually gradual rather than sudden. - B. Macular hole: A macular hole is a small break in the macula, which can lead to a sudden decrease in central vision and metamorphopsia. However, macular holes are less common in patients with only soft drusen, and the progression to significant visual loss would be more gradual. - C. Thrombosis of the central retinal vein: This condition involves blockage of blood flow in the central retinal vein, leading to swelling and leakage of fluid into the retina. It can cause sudden vision loss but typically presents with pain and a rapid onset of symptoms, which is not consistent with the patient's history. - D. Senile macular degeneration: This is the most probable diagnosis given the patient's age and the presence of soft drusen, which are early signs of age-related macular degeneration (AMD). Wet AMD, a more advanced form of AMD, can cause sudden and significant visual loss due to abnormal blood vessel growth under the macula, leading to hemorrhage and fluid accumulation. The combination of metamorphopsia and significant visual loss in a short period aligns well with wet AMD. - E. Central serous chorioretinopathy: This condition involves fluid accumulation under the retina, often seen in younger adults and associated with stress or hypertension. It typically causes a sudden decrease in vision but usually does not present with metamorphopsia and is less likely in a 75-year-old patient with a history of soft drusen. Given the patient's age, history of soft drusen, and the sudden onset of metamorphopsia and significant visual loss, senile macular degeneration, particularly the wet form, is the most likely diagnosis.",0.0028,0.0137,0.0896,0.0246,0.0186,0.0246,0.0246,0.3409,0.5201,0.585
"A 56-year-old female patient consulted for dorso-lumbar spine pain and progressive difficulty in performing usual tasks. In the last 5 years she gained weight, she has ecchymosis easily and arterial hypertension was detected. Physical examination: Obesity of central predominance, rounded facies, increased supraclavicular fat, decreased proximal muscle strength and some reddish striae in the abdomen. She has a blood glucose of 136 mg/dL and the radiological study showed osteoporosis and vertebral crushing. What do you think is the most coherent interpretation and attitude?",What do you think is the most coherent interpretation and attitude?,"
A. Postmenopausal osteoporosis, type 2 diabetes mellitus and essential hypertension, with decreased strength due to diabetic polyneuropathy 
B. It is necessary to rule out Cushing's disease by dexamethasone suppression test and perform a cranial CT scan 
C. Suggest Cushing's. Determine urinary free cortisol and basal ACTH, which serves to orient its etiology and select the most appropriate imaging technique 
D. It looks like Cushing's. If basal ACTH is high, it may be due to corticosteroid use or an adrenal tumor, and an MRI should be performed 
E. Probably has Cushing's. If the basal ACTH is low, he probably has a pituitary micro-adenoma, and a cranial CT scan should be performed
",C,C,True,"This case presents a 56-year-old female with multiple clinical features that are highly suggestive of Cushing's syndrome. Let's analyze each option: A. Postmenopausal osteoporosis, type 2 diabetes mellitus and essential hypertension, with decreased strength due to diabetic polyneuropathy - While this patient does have osteoporosis, hypertension, and diabetes, the presence of central obesity, easy bruising, and striae are not typical of postmenopausal changes alone. The decreased muscle strength and striae are more indicative of Cushing's syndrome. Therefore, this option is incomplete and does not fully account for the clinical picture. B. It is necessary to rule out Cushing's disease by dexamethasone suppression test and perform a cranial CT scan - This option is partially correct but incomplete. While a dexamethasone suppression test is indeed used to diagnose Cushing's syndrome, the cranial CT scan is not typically the first-line imaging modality. A pituitary MRI is more commonly used to visualize the pituitary gland and detect any tumors. C. Suggest Cushing's. Determine urinary free cortisol and basal ACTH, which serves to orient its etiology and select the most appropriate imaging technique - This is the most comprehensive and accurate approach. The patient's symptoms strongly suggest Cushing's syndrome, and the next steps should include measuring urinary free cortisol and basal ACTH levels. These tests help determine the cause (adrenal or pituitary) and guide further diagnostic imaging, such as a pituitary MRI. D. It looks like Cushing's. If basal ACTH is high, it may be due to corticosteroid use or an adrenal tumor, and an MRI should be performed - This option is partially correct but incomplete. While a high basal ACTH could indicate an adrenal tumor, it could also be due to a pituitary adenoma. The initial step should be to confirm the diagnosis with cortisol and ACTH levels before deciding on the imaging modality. E. Probably has Cushing's. If the basal ACTH is low, he probably has a pituitary micro-adenoma, and a cranial CT scan should be performed - This option is incorrect because a low basal ACTH would suggest ectopic ACTH production rather than a pituitary micro-adenoma. Additionally, a cranial CT scan is not the preferred imaging modality for suspected Cushing's syndrome; a pituitary MRI is more appropriate. In conclusion, the most coherent interpretation and attitude is to suspect Cushing's syndrome and proceed with appropriate diagnostic testing to determine the etiology and guide further management.",0.0068,0.0158,0.1133,0.0336,0.0289,0.0336,0.0336,0.3755,0.5229,0.6346
"During a colonoscopy, a 5-cm tumor located in the right colon is detected in a 48-year-old man. No other lesions were found. His maternal grandmother also suffered from colon cancer. The biopsies are superficial and show a poorly differentiated tumor with abundant inflammatory cells in the stroma that is diagnosed as a medullary type carcinoma.",The biopsies are superficial and show a poorly differentiated tumor with abundant inflammatory cells in the stroma that is diagnosed as a medullary type carcinoma.,"
A. Chemotherapy is the treatment of choice 
B. Since the biopsy is superficial, it should be repeated before proceeding with treatment 
C. The prognosis of the tumor depends mainly on its high degree of anaplasia 
D. It is unlikely that this tumor has developed over a previous adenoma 
E. Microsatellite instability and DNA error repair genes should be studied
",E,E,True,"A. Chemotherapy is the treatment of choice - This statement is not necessarily true based on the information provided. While chemotherapy can be part of the treatment for colorectal cancer, the primary treatment for a newly discovered tumor would typically involve surgical resection followed by adjuvant therapy if indicated. The decision to use chemotherapy would depend on the stage of the cancer, the patient's overall health, and other factors. B. Since the biopsy is superficial, it should be repeated before proceeding with treatment - This statement is incorrect. A superficial biopsy does not automatically necessitate repeating the procedure. The depth of the biopsy is less critical than the histological findings and the clinical context. If the biopsy shows a poorly differentiated medullary type carcinoma, further action is warranted regardless of the depth of the sample. C. The prognosis of the tumor depends mainly on its high degree of anaplasia - This statement is partially correct but incomplete. While the degree of anaplasia (how much the tumor cells resemble normal cells) is indeed a factor in prognosis, it is not the only one. Other factors such as tumor size, location, presence of lymphovascular invasion, and the patient's overall health also play significant roles. D. It is unlikely that this tumor has developed over a previous adenoma - This statement is incorrect. Most colorectal cancers, including those classified as medullary carcinomas, do develop from pre-existing adenomas. The development of a cancerous tumor from a benign adenoma is a well-documented process in colorectal carcinogenesis. E. Microsatellite instability and DNA error repair genes should be studied - This is the correct answer. Given the patient's family history of colon cancer and the specific type of tumor (medullary type carcinoma), it is important to investigate for microsatellite instability (MSI) and defects in DNA mismatch repair (MMR) genes. These genetic alterations are more common in hereditary nonpolyposis colorectal cancer (HNPCC) syndromes, which can run in families. Identifying MSI and MMR gene defects can help in confirming a diagnosis of HNPCC and guide further management, including genetic counseling and screening of family members.",0.0,0.051,0.2382,0.1024,0.0217,0.0916,0.0916,0.5186,0.5729,0.7081
A hyperuricemic patient who usually takes 100 mg of allopurinol daily comes to the ED with acute pain and inflammatory signs in the right knee. Arthrocentesis is performed and polarized light microscopy shows intracellular crystals with negative birefringence. Which of the following therapeutic approaches is the most appropriate in this case?,Which of the following therapeutic approaches is the most appropriate in this case?,"
A. Discontinue allopurinol and start colchicine treatment 
B. Discontinue allopurinol and start NSAIDs 
C. Add an NSAID until the crisis remits 
D. Increase the dose of allopurinol to 300 mg/day 
E. Substitute allopurinol for uricosuric acid
",C,A,False,"- Option A (Discontinue allopurinol and start colchicine treatment): This is the most appropriate approach because the patient is experiencing gouty arthritis, which is characterized by the presence of monosodium urate (MSU) crystals in the synovial fluid. Allopurinol, while effective in preventing hyperuricemia, can exacerbate gout flares in some patients, especially if it leads to a sudden drop in uric acid levels. Colchicine is a first-line treatment for acute gout attacks and helps to reduce inflammation and pain. - Option B (Discontinue allopurinol and start NSAIDs): NSAIDs (nonsteroidal anti-inflammatory drugs) are commonly used for managing acute gout attacks due to their anti-inflammatory properties. However, they do not address the underlying cause of the hyperuricemia and may not be as effective as colchicine in reducing the duration and severity of the attack. Additionally, NSAIDs can have gastrointestinal side effects and should be used cautiously in patients with renal or cardiovascular issues. - Option C (Add an NSAID until the crisis remits): While adding an NSAID can help manage symptoms, it does not address the underlying hyperuricemia. NSAIDs alone may not be sufficient to control the acute attack, especially if the patient has a high risk of recurrent gout flares. - Option D (Increase the dose of allopurinol to 300 mg/day): Increasing the dose of allopurinol could potentially worsen the gout attack by causing a rapid decrease in uric acid levels, leading to the dissolution of MSU crystals and subsequent tissue irritation. This can trigger more severe inflammation and pain. - Option E (Substitute allopurinol for uricosuric acid): Uricosuric agents like probenecid can also lower uric acid levels but are generally not preferred as a first-line treatment for acute gout attacks. They are typically used in combination with allopurinol for long-term management of hyperuricemia. Substituting allopurinol without addressing the current acute attack is not advisable. Therefore, the most appropriate therapeutic approach is to discontinue allopurinol and initiate colchicine treatment to effectively manage the acute gout attack.",0.0027,0.0217,0.2037,0.0592,0.0238,0.0414,0.0414,0.431,0.5564,0.63
"A 20-year-old girl comes to the clinic with an acute fever, cervical lymphadenopathy and skin rash. According to the patient, 3 weeks ago she had a sexual relationship that could be a risk for contracting the HIV virus. Indicate which of the following answers is true:",Indicate which of the following answers is true:,"
A. A negative HIV-1/HIV-2 serology performed by ELISA technique rules out the possibility that the patient has been infected with the HIV virus 
B. The clinical process that the patient suffers from is not consistent with acute HIV infection 
C. If the patient's ELISA test was positive, nothing further would be necessary for the diagnosis of HIV infection 
D. The ELISA technique has a high sensitivity for the diagnosis of HIV infection, but its specificity is even higher 
E. If the ELISA test to diagnose HIV in the patient was negative, we could determine by PCR technique the viral load in blood
",E,B,False,"- Option A: This statement is incorrect. A single negative HIV-1/HIV-2 serology test does not rule out the possibility of HIV infection, especially if the test was performed too early after potential exposure. The window period for HIV can range from 2 to 12 weeks, during which time the body may not have produced enough antibodies for the test to detect them. Therefore, a negative result at this stage should be interpreted with caution and followed up with another test after the recommended window period. - Option B: This statement is correct. The symptoms described (acute fever, cervical lymphadenopathy, and skin rash) are indeed consistent with acute HIV infection, also known as seroconversion illness. During this phase, patients often experience flu-like symptoms due to the immune response against the virus. The clinical presentation aligns well with what is expected during the early stages of HIV infection. - Option C: This statement is incorrect. If the ELISA test was positive, it would indicate a need for confirmatory testing rather than ruling out HIV infection. Confirmatory tests such as Western Blot or HIV RNA PCR would be necessary to confirm the diagnosis. - Option D: This statement is partially correct but misleading. While the ELISA technique does have high sensitivity for diagnosing HIV infection, its specificity is not necessarily higher. Sensitivity refers to the ability of the test to correctly identify those with the disease (true positive rate), while specificity refers to the ability of the test to correctly identify those without the disease (true negative rate). Both sensitivity and specificity are important, and the ELISA test is designed to balance these factors effectively. - Option E: This statement is incorrect. If the ELISA test is negative, it means that no HIV antibodies were detected, and thus there is no need to perform PCR to measure the viral load. PCR would only be relevant if the ELISA test was positive or indeterminate, indicating the presence of HIV antibodies and suggesting the need to quantify the viral load to assess the stage of infection and guide treatment decisions. In conclusion, the clinical presentation described is consistent with acute HIV infection, making option B the correct answer.",0.0,0.0146,0.0918,0.0324,0.0054,0.027,0.027,0.3746,0.5152,0.5993
"A 47-year-old man, with a history of a right parotid pleomorphic adenoma, treated with surgery (extrafacial parotidectomy) 6 months ago, who comes to our office for presenting pain with sweating and reddening of the skin in the preauricular region during mastication. What treatment would be the treatment of choice?",What treatment would be the treatment of choice?,"
A. Extended total parotidectomy on suspicion of tumor recurrence 
B. Pregabalin 
C. Intradermal botulinum toxin injection 
D. Broad-spectrum antibiotherapy
",C,C,True,"A. Extended total parotidectomy on suspicion of tumor recurrence - This option is not the most appropriate initial treatment. While it might be considered if there is strong evidence of tumor recurrence, such as imaging findings or persistent symptoms despite other treatments, it is an invasive procedure that should only be considered after less invasive options have been tried. B. Pregabalin - This is a medication used primarily for neuropathic pain and anxiety. It may provide some relief from pain, but it does not address the underlying cause of the symptoms, which appears to be related to muscle activity in the preauricular region during mastication. C. Intradermal botulinum toxin injection - This is the most appropriate initial treatment for this patient's condition. Botulinum toxin can temporarily paralyze the muscles responsible for the pain, sweating, and reddening during mastication. It is a minimally invasive procedure that can provide significant relief without the need for more extensive surgical interventions. D. Broad-spectrum antibiotherapy - This option is incorrect because the symptoms described do not suggest an infectious process. The patient has a history of a benign tumor (pleomorphic adenoma) and is now experiencing symptoms related to muscle activity, not infection. Intradermal botulinum toxin injections are commonly used to treat various conditions involving excessive muscle activity, such as blepharospasm, hemifacial spasm, and, in this case, symptoms related to masticatory muscle activity. The toxin works by blocking the release of acetylcholine at neuromuscular junctions, leading to temporary muscle paralysis. This can help reduce pain, sweating, and redness in the preauricular region during mastication.",0.0,0.0172,0.0676,0.0379,0.0,0.0379,0.0379,0.4002,0.4972,0.5774
"Pregnant woman, 27 years old, 30 weeks of gestation. She comes to the emergency room because she noticed pain in the left lumbar region and dysuria since yesterday. She has no febrile sensation. She refers repeated urinary tract infections (UTI). Urinalysis shows Hb 3+, leukocytes 3+, nitrites 2+, sediment: 15-20 leukocytes per field and 5-10 red blood cells per field. Which of the following microorganisms is the most frequent culprit in pregnant women?",Which of the following microorganisms is the most frequent culprit in pregnant women?,"
A. Escherichia coli 
B. Enterococcus faecalis 
C. Streptococcus agalactiae 
D. Proteus mirabilis 
E. Satphylococcus saprophyticus
",A,A,True,"In pregnant women, the most frequent culprit for urinary tract infections (UTIs) is Escherichia coli (E. coli). This bacterium is part of the normal flora in the gastrointestinal tract and can ascend into the urinary tract, causing infection. E. coli accounts for approximately 80-90% of uncomplicated UTIs in non-pregnant women and is even more prevalent in pregnant women due to physiological changes that occur during pregnancy, such as increased urethral length and decreased urine flow rate, which facilitate bacterial colonization and ascent. - Option B (Enterococcus faecalis): While this bacterium can cause UTIs, it is less common than E. coli in pregnant women. It is more frequently associated with complicated UTIs, particularly those involving structural abnormalities of the urinary tract. - Option C (Streptococcus agalactiae): This bacterium is well-known for causing neonatal sepsis and pneumonia, but it is not typically the primary cause of UTIs in pregnant women. It is more commonly associated with preterm labor and chorioamnionitis. - Option D (Proteus mirabilis): This bacterium can cause UTIs, especially in individuals with anatomical or functional abnormalities of the urinary tract. However, it is less common in uncomplicated UTIs in pregnant women compared to E. coli. - Option E (Staphylococcus saprophyticus): Although this bacterium can cause UTIs, it is less common in pregnant women compared to E. coli. It is more frequently seen in young sexually active women who do not have other risk factors for UTIs. Given the clinical presentation and urinalysis findings, E. coli is the most likely causative agent in this pregnant patient. The presence of hematuria (Hb 3+), pyuria (leukocytes 3+), and nitrites (2+) strongly suggests an E. coli infection.",0.003,0.0299,0.1647,0.0772,0.0495,0.0561,0.0561,0.4891,0.6036,0.691
"A 66-year-old woman diagnosed with type 2 diabetes mellitus since three months ago. She has a BMI of 31 kg/m2 and presents poor glycemic control despite a program of non-pharmacological measures (healthy diet, exercise). Which of the following hypoglycemic drugs is associated with weight gain and should we avoid in this patient?:",Which of the following hypoglycemic drugs is associated with weight gain and should we avoid in this patient?,"
A. Metformin (biguanide) 
B. Pioglitazone (thiazolidinedione) 
C. Canagliflozin (sodium-glucose cotransporter 2 inhibitor- iSGLT2) 
D. Liraglutide (GLP-1 receptor agonist)
",B,B,True,"A. Metformin (biguanide): This is generally considered to be the first-line treatment for type 2 diabetes due to its effectiveness in improving insulin sensitivity and reducing hepatic glucose production. It is also known for its beneficial effect on weight, as it can lead to modest weight loss in many patients. B. Pioglitazone (thiazolidinedione): This medication belongs to the class of thiazolidinediones, which improve insulin sensitivity. However, it is well-known for causing significant weight gain as a side effect. This makes it an unsuitable choice for a patient who is already overweight (BMI of 31 kg/m2) and has poor glycemic control despite non-pharmacological interventions. C. Canagliflozin (sodium-glucose cotransporter 2 inhibitor - SGLT2): This drug works by increasing urinary glucose excretion, leading to improved glycemic control. Importantly, it does not cause weight gain; in fact, it often results in weight loss. Therefore, this would be a more appropriate choice for this patient. D. Liraglutide (GLP-1 receptor agonist): This medication mimics the action of glucagon-like peptide-1, enhancing insulin secretion and reducing glucagon release, which helps in lowering blood glucose levels. It is also associated with weight loss, making it a suitable option for a patient with obesity and poor glycemic control. In summary, while all these medications have their specific mechanisms of action and benefits, pioglitazone stands out as the one that is associated with significant weight gain, which is a contraindication for a patient with a high BMI and poor glycemic control.",0.0,0.0386,0.1866,0.0906,0.038,0.0755,0.0755,0.4836,0.58,0.6509
"A 32-year-old woman requests preconception counseling. The patient reports that she underwent cervical conization for a high-grade intraepithelial lesion (H-SIL) and subsequently had three miscarriages between 20 and 22 weeks gestation. She has no living children. On all three occasions she came to the emergency department with a feeling of weight in the hypogastrium, where she was found to be 8 cm dilated and with prominent amniotic membranes. She had never felt contractions before, what advice would you give her for the next pregnancy?","She had never felt contractions before, what advice would you give her for the next pregnancy?","
A. I would prescribe oral atosiban prophylaxis throughout the pregnancy 
B. I would offer lung maturation with corticosteroids from 19-20 weeks of gestation 
C. I would recommend a cervical cerclage at 14 weeks gestation 
D. I would advise her not to attempt any more pregnancies because of the high risk of recurrence 
E. I would recommend resorting to assisted reproductive techniques
",C,C,True,"This scenario involves a 32-year-old woman who has a history of cervical conization for H-SIL and subsequent recurrent late miscarriages. The key points to consider are the history of cervical conization and the pattern of late miscarriages, which suggests a possible cervical incompetence as a contributing factor. A. I would prescribe oral atosiban prophylaxis throughout the pregnancy - Atosiban is used to prevent preterm labor, but it is not typically indicated for preventing late miscarriages due to cervical incompetence. Therefore, this option is not appropriate. B. I would offer lung maturation with corticosteroids from 19-20 weeks of gestation - Corticosteroids are used to promote fetal lung maturity in cases of impending preterm delivery, not for preventing late miscarriages. This option is incorrect. C. I would recommend a cervical cerclage at 14 weeks gestation - A cervical cerclage is a surgical procedure that involves suturing the cervix closed to prevent premature dilation and subsequent miscarriage. Given the patient's history of recurrent late miscarriages, this is a reasonable recommendation to prevent further loss. This option is correct. D. I would advise her not to attempt any more pregnancies because of the high risk of recurrence - While the risk of recurrence is high, advising against pregnancy entirely is overly restrictive and does not address the underlying issue. It is important to explore options like cervical cerclage to improve the chances of a successful pregnancy. This option is incorrect. E. I would recommend resorting to assisted reproductive techniques - Assisted reproductive techniques such as IVF can be considered if there are other factors contributing to infertility or if the patient wishes to have more children. However, given the specific issue of cervical incompetence, a cervical cerclage might be a more direct approach to address the current problem. This option is not the most immediate or specific recommendation for the given scenario. In conclusion, the most appropriate course of action is to recommend a cervical cerclage at 14 weeks gestation to reduce the risk of further late miscarriages.",0.0,0.0163,0.067,0.0286,0.0057,0.0229,0.0229,0.436,0.5409,0.6124
