background,question,option,ground_truth,prediction,acc,explanation,bleu4,bleu1,meteor,rouge1,rouge2,rougeL,rougeLsum,bertscore_f1,bertscore_f1_avg_sent,bertscore_f1_max_sent
"A 72-year-old man comes to the physician for a health maintenance examination. He has no personal or family history of major medical illnesses. He has never smoked cigarettes. Pulse oximetry on room air shows an oxygen saturation of 98%. Physical examination shows plethoric skin and splenomegaly. Laboratory studies show: Hemoglobin 21.1 g/dL Hematocrit 61% Leukocyte count 15,000/mm³ Segmented neutrophils 68% Basophils 4% Lymphocytes 28% Platelet count 501,000/mm³ Leukocyte alkaline phosphatase increased A peripheral blood smear shows occasional giant platelets. The primary hematologic defect in this patient most likely occurred in which of the following cells?",The primary hematologic defect in this patient most likely occurred in which of the following cells?,"
A. Erythroid progenitor 
B. Hematopoietic stem 
C. Lymphatic progenitor 
D. Megakaryocyte progenitor 
E. Pluripotent stem
",B,D,False,"This patient's presentation suggests a disorder affecting megakaryocytes, which are responsible for producing platelets. The key findings that support this diagnosis include: 1. Plethoric Skin: This term refers to a condition where the skin appears abnormally swollen or distended, often seen in conditions like polycythemia vera (PV), a type of myeloproliferative neoplasm characterized by excessive production of red blood cells and platelets. 2. Splenomegaly: An enlarged spleen can be associated with various hematological disorders, including PV. The spleen plays a crucial role in filtering blood and storing platelets, so its enlargement indicates an increase in platelet production. 3. Leukocyte count and segmented neutrophil percentage: These results suggest an elevated white blood cell count due to the presence of more mature granulocytes, particularly segmented neutrophils. However, the high percentage of basophils (4%) also points towards a leukemoid reaction, another common cause of elevated white blood cell counts. 4. Platelet count: The significantly elevated platelet count (501,000/mm³) further supports the diagnosis of a thrombocytosis, which is consistent with PV. 5. Megakaryocyte progenitor involvement: The peripheral blood smear showing ""occasional giant platelets"" is a hallmark feature of PV. Giant platelets are typically found in patients with PV because their megakaryocytes produce larger-than-normal platelets. 6. Hematocrit and hemoglobin levels: While these values are low compared to normal, they do not directly indicate a specific hematologic defect but rather reflect the overall volume of circulating blood. Given these clinical features, especially the presence of giant platelets and the characteristic pattern of elevated white blood cell count with a predominance of segmented neutrophils, the most likely diagnosis is polycythemia vera (PV). This condition involves the proliferation of erythroid precursors, leading to excessive production of red blood cells and platelets, resulting in the symptoms described in this patient.",0.0,0.0379,0.2142,0.0833,0.0258,0.0449,0.0449,0.4821,0.544,0.6598
"A 21-year-old man comes to the emergency department in the winter because of headache, nausea, and dizziness for 4 hours. He has not had fever, chills, or shortness of breath. He has no history of major medical illness. He lives in a basement apartment of a three-story house. He smokes 1½ packs of cigarettes daily. Physical examination shows no abnormalities. It is most appropriate for the physician to ask the patient for more information about which of the following historical factors?",It is most appropriate for the physician to ask the patient for more information about which of the following historical factors?,"
A. Occupational exposure 
B. Substance use 
C. Travel 
D. Type of home heating 
E. Use of over-the-counter medication
",D,B,False,"Substance use can significantly impact health outcomes and should be considered when evaluating patients presenting with symptoms such as headache, nausea, and dizziness. In this case, the patient's smoking habit (smoking 1½ packs of cigarettes daily) suggests that he may have been exposed to secondhand smoke, which could contribute to his symptoms. Additionally, substance use disorders often present with similar symptoms to those described, including headaches, nausea, and dizziness. Therefore, asking about substance use would be crucial in understanding the underlying cause of the patient's condition.",0.0,0.0693,0.2111,0.1468,0.0374,0.0917,0.0917,0.5264,0.5766,0.6482
A 25-year-old woman comes to the physician because of a long history of pain with menses. The pain occurs on the first day of her 5-day menstrual period and lasts all day. She rates the pain as 10 on a 10-point scale. The most appropriate initial pharmacotherapy to relieve this patient's pain has which of the following mechanisms of action?,The most appropriate initial pharmacotherapy to relieve this patient's pain has which of the following mechanisms of action?,"
A. Inhibition of estrogen synthesis 
B. Inhibition of 11β-hydroxylase activity 
C. Inhibition of prostaglandin synthesis 
D. Stimulation of follicle-stimulating hormone synthesis 
E. Stimulation of luteinizing hormone synthesis
",C,C,True,"Prostaglandins play a crucial role in mediating pain during menstruation. They cause uterine contractions that can exacerbate cramping and pain. By inhibiting prostaglandin synthesis, medications like nonsteroidal anti-inflammatory drugs (NSAIDs) such as ibuprofen work effectively to reduce these symptoms. Let's examine why the other options are not suitable: A. Inhibition of estrogen synthesis - While estrogens do influence menstrual cycles, they primarily affect the endometrium rather than directly causing pain. Therefore, inhibition of estrogen synthesis would be less effective for managing menstrual pain. B. Inhibition of 11β-hydroxylase activity - This enzyme is involved in steroidogenesis but does not specifically target prostaglandins, making it an inappropriate choice for treating menstrual pain. D. Stimulation of follicle-stimulating hormone synthesis - This mechanism pertains to ovulation and fertility, not to the management of menstrual pain. E. Stimulation of luteinizing hormone synthesis - Similar to follicle-stimulating hormone, this mechanism relates to reproductive functions and is unrelated to the treatment of menstrual pain. In conclusion, NSAIDs like ibuprofen act by blocking the production of prostaglandins, thereby reducing inflammation and alleviating the associated pain.",0.0,0.0299,0.1323,0.0812,0.0,0.0609,0.0609,0.4778,0.5741,0.6163
"A 3800-g (8-lb 6-oz) newborn is delivered vaginally at 39 weeks' gestation after an uncomplicated pregnancy. Apgar scores are 9 and 9 at 1 and 5 minutes, respectively. The newborn is crying, has pink skin, and appears vigorous. Physical examination shows a vagina and also a structure that appears to be a penis, with the urethra located at the base near the opening of the vagina. Chromosomal analysis is ordered. Which of the following is the most likely cause of the intersex findings in this newborn if the karyotype is found to be 46,XX?","Which of the following is the most likely cause of the intersex findings in this newborn if the karyotype is found to be 46,XX?","
A. 17α-Hydroxyprogesterone deficiency 
B. Increased concentration of müllerian-inhibiting substance 
C. Maternal androgen exposure 
D. Presence of the sex-determining region Y gene 
E. 5α-Reductase deficiency
",C,D,False,"In cases where a newborn exhibits intersex features such as ambiguous genitalia, it often indicates the presence of the sex-determining region Y (SRY) gene on the Y chromosome. This gene triggers the development of male reproductive structures during embryonic development. In the absence of the SRY gene, which is typically present only on the Y chromosome, the body will develop female reproductive structures instead. Given the information provided about the newborn's physical characteristics—crying, pink skin, and appearance of both a vagina and a structure resembling a penis—the most likely scenario is that the newborn has XY chromosomes rather than XX. The presence of the SRY gene would explain the development of male external genitalia despite the chromosomal makeup being XX. Options Analysis: A. 17α-Hydroxyprogesterone deficiency - This condition affects steroid hormone production but does not directly influence sexual differentiation. B. Increased concentration of müllerian-inhibiting substance - This substance inhibits Müllerian duct development, leading to underdevelopment of female internal organs like the uterus and fallopian tubes. It doesn't explain the presence of male external genitalia. C. Maternal androgen exposure - While maternal hormones can play a role in fetal development, they do not specifically target the sex-determination process. D. Presence of the sex-determining region Y gene - This explains the development of male external genitalia due to the presence of the SRY gene. E. 5α-Reductase deficiency - This enzyme deficiency leads to increased levels of testosterone, potentially causing masculinization, but it doesn’t account for the presence of female internal organs. Therefore, the presence of the sex-determining region Y gene is the most plausible explanation for the intersex findings observed in this newborn.",0.0,0.0598,0.2737,0.118,0.0594,0.0852,0.0852,0.4791,0.5427,0.6877
A 65-year-old man is admitted to the hospital because of a 12-hour history of chest pain. Physical examination shows no abnormalities. Serum studies show an increased troponin I concentration. The diagnosis of myocardial infarction is made. It is suspected that this patient's condition deteriorated as a result of ischemia-reperfusion injury. The increased serum troponin I concentration in this patient most likely occurred as a result of which of the following processes?,The increased serum troponin I concentration in this patient most likely occurred as a result of which of the following processes?,"
A. Increased enzyme secretion 
B. Increased enzyme synthesis 
C. Karyolysis 
D. Lysis of the endoplasmic reticulum 
E. Lysis of the plasma membrane 
F. Mitochondrial swelling
",E,D,False,"Myocardial infarction (heart attack) occurs when blood flow to part of the heart muscle is blocked, leading to damage or death of heart muscle cells. This process involves several mechanisms, including ischemia (reduced blood supply), reperfusion (restoration of blood flow), and subsequent cellular stress responses. One key mechanism during reperfusion is the release of intracellular enzymes into the bloodstream, particularly myoglobin and creatine kinase MB (CK-MB). These enzymes can cause significant elevations in serum levels due to their high molecular weight and rapid clearance from the body via the kidneys. In the case of myocardial infarction, the troponin I concentration typically increases within hours after onset of symptoms due to the breakdown of cardiac muscle fibers. Troponin I is a specific marker for cardiomyocytes, and its elevated levels indicate recent myocardial injury. Let's examine why the other options are less appropriate: A. Increased enzyme secretion - While this could occur, it does not directly explain the elevation in troponin I specifically. B. Increased enzyme synthesis - This would lead to higher concentrations over time rather than acute elevations seen in myocardial infarction. C. Karyolysis - This refers to cell lysis caused by DNA fragmentation, which is more commonly associated with apoptosis rather than acute myocardial infarction. E. Lysis of the endoplasmic reticulum - Although ER stress has been implicated in various pathologies, the immediate increase in troponin I is more closely related to mitochondrial dysfunction and necrosis. F. Mitochondrial swelling - This is a late-stage response to severe energy depletion but does not account for the acute rise in troponin I observed in myocardial infarction. Therefore, the best explanation for the increased troponin I concentration in this patient is the lysis of the endoplasmic reticulum, which leads to the release of cytoplasmic proteins like troponin I into the bloodstream.",0.009,0.0386,0.2688,0.0881,0.0443,0.0755,0.0755,0.5094,0.5634,0.6426
"A 4-year-old girl with type 1 diabetes mellitus is brought to the emergency department by her father because of a 4- hour episode of restlessness, sweating, and confusion that occurred during the night. Yesterday, he allowed her to eat cupcakes and cotton candy at a county fair. At her bedtime that evening, he increased her dose of subcutaneous intermediate-acting and long-acting insulin. Her symptoms began 6 hours later, then resolved spontaneously. After being informed this morning of this nighttime episode, the mother insisted the father bring the patient to the hospital. On arrival, the patient is alert. Her vital signs are within normal limits. Examination shows no abnormalities. Her fingerstick blood glucose concentration is 72 mg/dL. Urinalysis is negative for glucose and ketones. Which of the following is the most likely explanation for this patient's nighttime symptoms?",Which of the following is the most likely explanation for this patient's nighttime symptoms?,"
A. Hyperglycemia caused by increased glucose consumption 
B. Hyperglycemia caused by increased glycogen metabolism 
C. Hyperglycemia caused by insufficient exogenous insulin 
D. Hypoglycemia caused by excess exogenous insulin 
E. Hypoglycemia caused by excessive renal glucose loss 
F. Hypoglycemia caused by increased glucagon secretion 
G. Nightmare disorder 
H. Sleep terror disorder
",D,C,False,"The most likely explanation for the patient's nighttime symptoms is hyperglycemia caused by insufficient exogenous insulin (Option C). This scenario describes a classic case of nocturnal hypoglycemia in a child with type 1 diabetes who has not been adequately compensated for their basal insulin needs overnight due to eating sugary snacks like cupcakes and cotton candy at the county fair. Here’s a detailed breakdown: 1. Hyperglycemia Caused by Insufficient Exogenous Insulin: - The patient was given an increased dose of both intermediate-acting and long-acting insulins before bed. - However, these doses were not sufficient to cover the additional carbohydrate intake from the cupcakes and cotton candy. - As a result, there was a significant increase in blood sugar levels throughout the night, leading to symptoms such as restlessness, sweating, and confusion. 2. Other Options Analysis: - A. Hyperglycemia caused by increased glucose consumption: While possible, it does not explain the sudden onset of symptoms after a period without them. - B. Hyperglycemia caused by increased glycogen metabolism: Glycogen metabolism typically occurs during fasting periods, not immediately after consuming carbohydrates. - D. Hypoglycemia caused by excess exogenous insulin: This would lead to symptoms of hypoglycemia rather than hyperglycemia. - E. Hypoglycemia caused by excessive renal glucose loss: Renal glucose loss is more commonly associated with conditions like diabetic ketoacidosis or severe dehydration. - F. Hypoglycemia caused by increased glucagon secretion: Glucagon usually increases during sleep, but its role alone cannot account for the specific symptoms described here. - G. Nightmare disorder: Nightmares are psychological phenomena unrelated to metabolic control. - H. Sleep terror disorder: Sleep terrors are also psychological disorders and do not relate to metabolic control issues. In conclusion, the combination of high carbohydrate intake and inadequate insulin coverage led to the observed symptoms of hyperglycemia, which explains the patient's restlessness, sweating, and confusion.",0.0029,0.0314,0.2268,0.0892,0.0449,0.0573,0.0573,0.4636,0.5445,0.7351
"A male newborn is delivered at term to a 28-year-old primigravid woman. Physical examination shows a broad, flat nose; low-set ears; a receding chin; prominent infraorbital folds; and bilateral abdominal masses. The newborn develops cyanosis, difficulty breathing, and polyuria and dies 24 hours after birth. At autopsy, examination shows pulmonary hypoplasia and enlarged, polycystic kidneys. Genetic testing shows two copies of a gene having a pathogenic mutation with a disease incidence rate in the general population of 1 in 10,000. Which of the following best describes the mutation occurrence rate for this newborn's disease?",Which of the following best describes the mutation occurrence rate for this newborn's disease?,"
A. 1/100 
B. 1/400 
C. 1/1000 
D. 1/4000 
E. 1/10,000
",A,E,False,"This newborn exhibits characteristics consistent with a condition known as Congenital Hypothyroidism (CH), which can be caused by mutations in the thyroid hormone synthesis pathway genes. In particular, it appears that the newborn has a genetic disorder affecting the thyroid gland due to a pathogenic mutation in one of the thyroid hormone synthesis genes. Given the information provided: - The disease incidence rate in the general population is 1 in 10,000. - This means that out of every 10,000 individuals, there will be one person affected by this specific genetic condition. Since the newborn meets all criteria for CH based on physical features and clinical symptoms described, we can conclude that the mutation causing this condition occurred in the mother during her pregnancy. As the mother carries only one copy of the mutated gene from both parents, she would have an equal chance of passing on either normal or mutated allele to her offspring. However, since the disease incidence rate is extremely low (1 in 10,000), the likelihood of inheriting the mutated gene from the father is negligible compared to the maternal contribution. Therefore, the mutation responsible for the newborn's condition occurs approximately once in every 10,000 births, making the correct answer E. 1/10,000.",0.0,0.0393,0.2126,0.0982,0.036,0.0804,0.0804,0.4809,0.5904,0.6378
"A previously healthy 64-year-old man is brought to the emergency department 3 hours after the sudden onset of severe flank pain. He has no history of similar pain or serious illness. He takes no medications. He appears to be in distress. His pulse is 100/min, and blood pressure is 168/92 mm Hg. Physical examination shows a soft abdomen with left sided tenderness. Urinalysis shows microscopic hematuria. A CT scan of the abdomen shows a small ureteric calculus. Analgesic therapy is initiated and the pain resolves 1 hour later. The urine is then strained and a uric acid calculus is found. Which of the following processes is most likely impaired in this patient?",Which of the following processes is most likely impaired in this patient?,"
A. Bile salt metabolism 
B. Cholesterol metabolism 
C. Cytochrome P450 activity 
D. Purine metabolism 
E. Urea cycle
",D,D,True,"Purine metabolism plays a crucial role in the body's ability to handle substances like uric acid, which can lead to kidney stones if not properly managed. In this case, the patient developed a uric acid stone due to an underlying issue with purine metabolism. Here’s how: 1. Uric Acid Metabolism: Uric acid is produced from the breakdown of purines in the liver. It needs to be excreted through the kidneys. If there is an impairment in purine metabolism, such as in gout (a condition where uric acid crystals form in joints), it leads to higher levels of uric acid in the bloodstream, increasing the risk of forming uric acid stones. 2. Role of Cytochrome P450 Activity: While cytochrome P450 enzymes play a significant role in drug metabolism and detoxification, they do not directly affect purine metabolism. However, their involvement in other metabolic pathways could indirectly impact overall health and kidney function, but this is not the primary focus here. 3. Cholesterol Metabolism: This process involves the conversion of cholesterol into bile acids for digestion. It does not relate to the formation of uric acid stones. 4. Bile Salt Metabolism: Bile salts are involved in fat digestion and absorption. They do not have a direct link to purine metabolism or the formation of uric acid stones. 5. Cytochrome P450 Activity: As mentioned earlier, while these enzymes are important for drug metabolism, they do not specifically address purine metabolism issues that might lead to uric acid stones. In conclusion, the impairment in purine metabolism is the most relevant factor among the options provided, leading to the development of uric acid stones in this patient.",0.0,0.0226,0.1983,0.0559,0.0141,0.0559,0.0559,0.4432,0.5329,0.6625
"A 32-year-old woman with hypothyroidism comes to the physician because of a 6-week history of cold intolerance, constipation, and severe fatigue. She also has had a 4.5-kg (10-lb) weight gain during this period. Her current medication is daily levothyroxine. She also started taking calcium carbonate supplements 2 months ago for osteopenia of the lumbar spine. At that time, serum concentrations of thyroid-stimulating hormone (TSH) and free thyroxine (FT4) were within the reference ranges. Today, physical examination shows coarse, dry skin. Serum studies show a TSH concentration of 16.6 μU/mL and FT4 concentration of 0.3 ng/dL. Which of the following pharmacokinetic changes of levothyroxine is the most likely cause of this patient’s current condition?",Which of the following pharmacokinetic changes of levothyroxine is the most likely cause of this patient’s current condition?,"
A. Decreased absorption 
B. Decreased distribution 
C. Decreased elimination 
D. Increased distribution 
E. Increased elimination 
F. Increased metabolism
",A,A,True,"The patient's symptoms suggest a decrease in the effectiveness of her levothyroxine therapy due to decreased absorption. This can occur if there is an issue with the gastrointestinal tract where the drug is absorbed. The patient's recent addition of calcium carbonate supplements could potentially interfere with the absorption of levothyroxine, as both medications may be taken at similar times and in similar doses. Additionally, the patient's age and the fact that she is experiencing weight gain and fatigue further support the possibility of suboptimal absorption. Options B, C, D, E, and F are not supported by the information provided: B. Decreased distribution - There is no indication of any issues with the distribution of levothyroxine throughout the body. C. Decreased elimination - While this could theoretically happen, it would typically present with more pronounced symptoms such as hyperthyroidism rather than hypothyroidism. D. Increased distribution - No evidence suggests increased distribution of levothyroxine in the patient's system. E. Increased elimination - Similar to option C, this would usually result in more noticeable symptoms like hyperthyroidism. F. Increased metabolism - This would lead to higher levels of thyroid hormones, which is inconsistent with the patient's hypothyroidism and low FT4 levels.",0.0,0.036,0.1791,0.1014,0.0186,0.0922,0.0922,0.5222,0.5983,0.7054
"A 19-year-old man undergoes splenectomy because of crush injuries sustained in a motor vehicle collision. During the operation, two small accessory spleens are seen adjacent to the ruptured spleen. The most likely origin of this patient's congenital anomaly is thickening of an embryologic layer at which of the following sites?",The most likely origin of this patient's congenital anomaly is thickening of an embryologic layer at which of the following sites?,"
A. Adjacent to the ventral pancreas 
B. Along the lesser curvature of the stomach 
C. At the origin of the celiac vessels 
D. In a portion of the hepatic diverticulum 
E. Within the dorsal mesogastrium
",E,D,False,"The liver has several developmental origins during embryonic development. One of these origins involves the formation of a hepatic diverticulum, which later develops into part of the adult liver. This diverticulum can give rise to various structures within the liver, including bile ducts, blood vessels, and even accessory organs like the spleen. In cases where there is a failure of normal differentiation during embryogenesis, it is possible for parts of the liver to develop abnormally, leading to anomalies such as accessory spleens. These accessory spleens often arise from remnants of the hepatic diverticulum that fail to properly differentiate into functional spleens. Given the context of the question, where a 19-year-old man undergoes surgery due to crush injuries resulting from a motor vehicle collision, and two small accessory spleens are found adjacent to the ruptured spleen, the most likely scenario is that one of these accessory spleens originated from a remnant of the hepatic diverticulum. This would explain their presence near the site of injury, suggesting they were not fully developed before the trauma occurred. Options A, B, C, and E are less likely candidates because: - Option A (Adjacent to the ventral pancreas) is too specific and unlikely given the general nature of the question. - Option B (Along the lesser curvature of the stomach) is anatomically implausible for spleen development. - Option C (At the origin of the celiac vessels) is too early in embryological development for spleen formation. - Option E (Within the dorsal mesogastrium) is also too early in development for spleen formation compared to the other options listed.",0.0,0.0337,0.1594,0.0851,0.0286,0.0709,0.0709,0.5025,0.5693,0.6001
A 48-year-old man comes to the physician requesting treatment for alcohol withdrawal. He reports a 30-year history of consuming 6 to 10 beers daily. He has had two citations for driving while intoxicated. He has previously experienced alcohol-associated seizures and withdrawal symptoms. His vital signs are within normal limits. Physical examination shows palmar erythema. The most appropriate pharmacotherapy in this patient most likely has which of the following mechanisms?,The most appropriate pharmacotherapy in this patient most likely has which of the following mechanisms?,"
A. Blockade of dopamine receptors 
B. Decreased activity of dopamine transporters 
C. Enhancement of the effect of postsynaptic γ-aminobutyric acid (GABA) 
D. Increased GABA transaminase activity 
E. Inhibition of glutamate release 
F. Inhibition of serotonin reuptake 
G. Opening of glutamate channels 
H. Stimulation of 5-hydroxytryptophan receptors
",C,C,True,"Alcohol withdrawal primarily affects the central nervous system (CNS), particularly the brainstem and cerebellum. One of the key neurotransmitters involved in alcohol-induced CNS dysfunction is gamma-aminobutyric acid (GABA). Alcohol acts as an agonist at GABAA receptors, leading to increased GABAergic tone and reduced excitatory amino acids like glutamate. This imbalance can lead to various withdrawal symptoms such as anxiety, tremors, and seizures. Option A (Blockade of dopamine receptors): While dopamine plays a role in reward pathways, it is not directly affected by alcohol in the way that GABA is. Dopamine receptor blockade would be more relevant to conditions involving excessive dopamine release, such as schizophrenia or certain types of addiction. Option B (Decreased activity of dopamine transporters): This mechanism pertains to the regulation of dopamine levels rather than the effects of alcohol on the CNS. It does not address the primary issue of alcohol's impact on GABAergic signaling. Option D (Increased GABA transaminase activity): GABA transaminase converts GABA into inactive intermediates, reducing its availability. However, this process is not typically associated with acute alcohol withdrawal. Option E (Inhibition of glutamate release): Glutamate is another major excitatory neurotransmitter whose overactivity during alcohol withdrawal contributes to many of the symptoms seen in alcoholics. Inhibiting glutamate release could potentially help mitigate some of these symptoms but is not the primary mechanism of action for alcohol withdrawal itself. Options F (Inhibition of serotonin reuptake) and G (Opening of glutamate channels) do not specifically relate to the mechanisms underlying alcohol withdrawal and are therefore less relevant to the question. Option H (Stimulation of 5-hydroxytryptophan receptors): 5-HT receptors are involved in mood regulation and may play a role in some aspects of alcohol withdrawal, but they are not the primary target of alcohol's effects on the CNS. Therefore, the most appropriate pharmacotherapy for treating alcohol withdrawal involves enhancing the effect of postsynaptic GABA, which aligns with the described physical examination findings of palmar erythema indicative of GABAergic dysfunction.",0.0,0.024,0.1427,0.0583,0.0235,0.035,0.035,0.4674,0.5553,0.6354
A 48-year-old woman with type 2 diabetes mellitus comes to the physician for a follow-up examination. Current medications are metformin and once-daily insulin. She travels frequently and works long hours. She says that her meals are usually fast food. She leads a sedentary lifestyle. She often forgets to measure her blood glucose concentration. Her last hemoglobin A1c was measured as 8.4%. Which of the following is the most appropriate action by the physician to help this patient improve her diabetic control?,Which of the following is the most appropriate action by the physician to help this patient improve her diabetic control?,"
A. Create an exercise regimen for the patient 
B. Explore barriers to diet adherence 
C. Increase the patient's insulin dosage 
D. Increase the patient's metformin dosage 
E. Measure the patient's blood glucose concentration 
F. Order measurement of the patient's microalbumin concentration 
G. Refer the patient to a nutritionist
",B,G,False,"The patient has been diagnosed with type 2 diabetes and is currently managing it with metformin and once-daily insulin. The hemoglobin A1c level of 8.4% indicates poor glycemic control, which suggests that further intervention is necessary to improve her condition. Among the given options, referring the patient to a nutritionist (option G) would be the most appropriate step in addressing her current situation. Referring the patient to a nutritionist can help identify specific dietary issues contributing to poor glycemic control. This could include identifying high-sugar foods, lack of fiber, insufficient protein intake, or other nutritional deficiencies that might be affecting her blood sugar levels. Nutritionists also have expertise in creating meal plans tailored to individual needs, helping patients make healthier choices and adhere more consistently to their diets. While increasing the dose of either medication alone may not address the underlying issue of poor glycemic control, exploring barriers to diet adherence (option B), modifying the exercise regimen (option A), adjusting the insulin dosage (option C), or measuring blood glucose concentrations (option E) do not directly target the root cause of her poor glycemic control. These actions might temporarily manage symptoms but fail to address the multifactorial nature of type 2 diabetes management. In contrast, ordering a microalbuminuria test (option F) is important because early detection of kidney damage associated with poorly controlled diabetes can lead to earlier interventions aimed at preventing complications such as nephropathy. However, this does not specifically address the primary concern of improving overall glycemic control. Therefore, referring the patient to a nutritionist is the most comprehensive approach among the provided options to help the patient improve her diabetic control.",0.0065,0.0484,0.2928,0.1081,0.0544,0.0946,0.0946,0.5283,0.6271,0.749
"A 19-year-old man who is a college freshman comes to the office because of a 4-day history of tender, swollen glands. He also has a 6-day history of fever, malaise, and decreased appetite. His temperature is 38.7°C (101.7°F). Physical examination shows swelling of the parotid glands. Which of the following infectious agents is the most likely cause of these findings?",Which of the following infectious agents is the most likely cause of these findings?,"
A. Epstein-Barr virus 
B. Hepatitis B virus 
C. Measles virus 
D. Mumps virus 
E. Rubella virus
",D,D,True,"Mumps is an acute viral infection caused by the mumps virus, which primarily affects the salivary glands, leading to swelling in the parotid glands. The symptoms described—tender, swollen glands for 4 days followed by fever, malaise, and decreased appetite—are consistent with mumps. - Epstein-Barr Virus (EBV): While EBV can cause glandular fever (mononucleosis), it typically presents with more widespread lymphadenopathy rather than just parotid gland involvement. - Hepatitis B Virus (HBV): This virus causes hepatitis but does not usually present with parotid gland swelling unless there is additional liver involvement. - Measles Virus: Measles typically causes respiratory symptoms and rash, not glandular swelling. - Rubella Virus: Like hepatitis B, rubella generally manifests as a mild illness with no significant glandular involvement. Therefore, based on the clinical presentation and typical signs of mumps, this case is most likely due to the mumps virus.",0.0,0.0414,0.1921,0.1032,0.0131,0.0774,0.0774,0.4601,0.5401,0.6241
"A 38-year-old woman who is a veteran comes to the emergency department because of a 4-hour history of a sensation of tightness in her throat and swelling of her face, lips, and tongue. She has not had itching. During the past 3 weeks, she has had two similar, milder episodes that resolved without treatment within 24 to 72 hours. Six weeks ago, she began treatment with an ACE inhibitor for hypertension. She has seasonal allergies. Her temperature is 37.1°C (98.8°F), pulse is 80/min, respirations are 20/min, and blood pressure is 138/81 mm Hg. Physical examination shows angioedema of the lips and tongue. There is no evidence of urticaria. Which of the following is the most likely cause of the angioedema in this patient?",Which of the following is the most likely cause of the angioedema in this patient?,"
A. Bradykinin 
B. Histamine 
C. Leukotriene B₄ 
D. Nitric oxide 
E. Prostaglandin E₂
",A,A,True,"Angioedema is characterized by sudden onset of localized edema, which can be caused by various factors including allergic reactions. In this case, the patient's symptoms include a sensation of tightness in the throat, swelling of the face, lips, and tongue, all of which are consistent with angioedema. The presence of angioedema suggests an immediate hypersensitivity reaction. Bradykinin is a potent vasodilator and chemotactic factor produced by mast cells and basophils during inflammation. It plays a crucial role in mediating inflammatory responses and causing pain. When released from activated mast cells or basophils due to allergens like histamine, bradykinin triggers vasoconstriction and increased vascular permeability, leading to tissue swelling. In this scenario, the patient's condition fits well with the mechanism of action of bradykinin as it causes rapid onset of generalized edema throughout the body, particularly affecting the oral mucosa, skin, and subcutaneous tissues. This pattern aligns perfectly with angioedema, where the swelling occurs deep beneath the skin surface rather than on the superficial layers. Histamine, leukotrienes, nitric oxide, and prostaglandins do not typically cause such widespread and severe edema as seen in angioedema. While these mediators may contribute to other types of allergic reactions, they generally do not produce the specific clinical presentation described here. Therefore, based on the given information and the typical pathophysiology of angioedema, bradykinin is the most likely cause of the patient's symptoms.",0.0157,0.0467,0.3312,0.1143,0.0658,0.0898,0.0898,0.5031,0.6085,0.7315
"A 48-year-old woman comes to the physician because of a 2-month history of fatigue and poor appetite; she has had a 3-kg (6.6-lb) weight loss during this period. Abdominal examination shows moderate splenomegaly. Laboratory studies show a leukocyte count of 185,000/mm³ (65% segmented neutrophils with 6% blasts and promyelocytes). Cytogenetic analysis of a bone marrow aspirate shows the presence of the Philadelphia (Ph¹) chromosome in myelocytes. Which of the following mechanisms best accounts for the formation of the Philadelphia (Ph¹) chromosome in this patient?",Which of the following mechanisms best accounts for the formation of the Philadelphia (Ph¹) chromosome in this patient?,"
A. Nondisjunction 
B. Recombination 
C. Sister chromatid exchange 
D. Telomere breakage 
E. Transposon insertion
",B,A,False,"The Philadelphia (Ph¹) chromosome is a characteristic genetic abnormality found in chronic myeloid leukemia (CML), which is characterized by an imbalance between the number of chromosomes in the cells. In patients with CML, there is a translocation involving chromosomes 9 and 22, resulting in the fusion of the BCR gene from chromosome 22 with the ABL gene from chromosome 9. This fusion gene leads to the production of the BCR-ABL protein, which is responsible for the uncontrolled proliferation of white blood cells seen in CML. Nondisjunction refers to the failure of homologous chromosomes to separate properly during cell division, leading to an unequal distribution of chromosomes into daughter cells. In the context of the Philadelphia chromosome, nondisjunction occurs when the two copies of chromosome 9 fail to separate correctly during meiosis, resulting in the formation of gametes that carry both copies of chromosome 9. These gametes then contribute to the formation of offspring who inherit both copies of chromosome 9, leading to the presence of the Philadelphia chromosome in their cells. Options Analysis: B. Recombination - This process involves the exchange of genetic material between non-sister chromatids within the same chromosome, not between different chromosomes as required for the formation of the Philadelphia chromosome. C. Sister chromatid exchange - Similar to recombination, this process involves the exchange of genetic material between sister chromatids within the same chromosome, again not between different chromosomes. D. Telomere breakage - While telomeres play a role in cellular aging and DNA repair, they do not directly cause chromosomal abnormalities like the Philadelphia chromosome. E. Transposon insertion - Transposable elements can move around the genome but do not typically result in the specific rearrangements observed in the Philadelphia chromosome. Therefore, the mechanism that best accounts for the formation of the Philadelphia (Ph¹) chromosome in this patient is nondisjunction.",0.0359,0.0504,0.378,0.1006,0.0823,0.1006,0.1006,0.5365,0.5979,0.8358
