background,question,option,ground_truth,prediction,acc,explanation,bleu4,bleu1,meteor,rouge1,rouge2,rougeL,rougeLsum,bertscore_f1,bertscore_f1_avg_sent,bertscore_f1_max_sent
"A 20-year-old girl comes to the clinic with an acute fever, cervical lymphadenopathy and skin rash. According to the patient, 3 weeks ago she had a sexual relationship that could be a risk for contracting the HIV virus. Indicate which of the following answers is true:",Indicate which of the following answers is true:,"
A. A negative HIV-1/HIV-2 serology performed by ELISA technique rules out the possibility that the patient has been infected with the HIV virus 
B. The clinical process that the patient suffers from is not consistent with acute HIV infection 
C. If the patient's ELISA test was positive, nothing further would be necessary for the diagnosis of HIV infection 
D. The ELISA technique has a high sensitivity for the diagnosis of HIV infection, but its specificity is even higher 
E. If the ELISA test to diagnose HIV in the patient was negative, we could determine by PCR technique the viral load in blood
",E,C,False,"This statement is accurate because the patient's symptoms—acute fever, cervical lymphadenopathy, and skin rash—are characteristic of an acute HIV infection. These symptoms typically occur within days to weeks after exposure to the virus. Therefore, it is reasonable to conclude that the patient does not have an acute HIV infection based on her presentation. Acute HIV infection usually manifests as fever, lymphadenopathy (enlarged lymph nodes), and skin rashes. However, these symptoms can also be associated with other conditions such as viral infections like Epstein-Barr virus (EBV) encephalitis, herpes simplex virus (HSV) infection, or even certain types of cancers. Thus, while the patient may exhibit some signs of HIV infection, they do not fit the typical pattern of an acute HIV infection. Option C is incorrect because if the patient's ELISA test was positive, it strongly suggests that the patient has been infected with the HIV virus, indicating that the diagnosis is likely definitive. Option D is incorrect because the ELISA technique has a very high specificity for HIV infection. It correctly identifies those who are infected with the virus and excludes those who are not. Therefore, the test cannot rule out the possibility of being infected. In conclusion, the correct answer is Option B, and the explanations provided clarify the reasoning behind this conclusion.",0.0,0.0122,0.1296,0.0265,0.0,0.0265,0.0265,0.4127,0.5187,0.5919
"A 47-year-old man, with a history of a right parotid pleomorphic adenoma, treated with surgery (extrafacial parotidectomy) 6 months ago, who comes to our office for presenting pain with sweating and reddening of the skin in the preauricular region during mastication. What treatment would be the treatment of choice?",What treatment would be the treatment of choice?,"
A. Extended total parotidectomy on suspicion of tumor recurrence 
B. Pregabalin 
C. Intradermal botulinum toxin injection 
D. Broad-spectrum antibiotherapy
",C,D,False,"Given that the patient has a history of a right parotid pleomorphic adenoma and presents with symptoms such as pain, sweating, and reddening of the skin in the preauricular region during mastication, these symptoms could indicate an infection or inflammation related to the adenoma. ### Why Option D is Correct: 1. Infection: The combination of pain, sweating, and redness suggests an infection rather than a benign condition like a parotid gland cyst or simple irritation. 2. Parotid Adenoma: Given its history, this should prompt consideration of a potential malignancy. However, given the symptoms, especially if they persist despite conservative measures, it's important to rule out malignancy before proceeding with broad-spectrum antibiotics. 3. Broad-spectrum antibiotics: These drugs are effective against a wide range of bacteria and viruses, making them suitable for treating infections caused by pathogens other than those typically associated with parotid gland disorders. ### Why Options A, B, and C are Incorrect: - Option A: Extended Total Parotidectomy on Suspect of Tumor Recurrence - While extended total parotidectomy might help manage aggressive tumors, it’s not necessarily indicated for all patients with recurrent parotid adenomas. It may lead to complications due to repeated surgical procedures. - Option B: Pregabalin - Pregabalin is an anticonvulsant medication used primarily for neuropathic pain. It does not address the specific symptom of increased sweating or skin rashes. Therefore, pregabalin is not appropriate for this patient. - Option C: Intradermal Botulinum Toxin Injection - Intradermal injections of botulinum toxin are often used to treat certain types of facial paralysis but have no known efficacy in treating the specific symptoms described here (pain, sweating, and redness). In conclusion, given the clinical presentation and the patient's medical history, the most appropriate course of action would be to conduct a thorough evaluation with imaging studies (e.g., MRI or CT scan) to determine whether there is a bacterial infection causing the symptoms. If confirmed, broad-spectrum antibiotic therapy should be initiated immediately, followed by supportive care and possibly further diagnostic testing to clarify the diagnosis and guide appropriate treatment options.",0.0,0.0126,0.0523,0.0288,0.0058,0.0231,0.0231,0.3981,0.4934,0.5567
"Pregnant woman, 27 years old, 30 weeks of gestation. She comes to the emergency room because she noticed pain in the left lumbar region and dysuria since yesterday. She has no febrile sensation. She refers repeated urinary tract infections (UTI). Urinalysis shows Hb 3+, leukocytes 3+, nitrites 2+, sediment: 15-20 leukocytes per field and 5-10 red blood cells per field. Which of the following microorganisms is the most frequent culprit in pregnant women?",Which of the following microorganisms is the most frequent culprit in pregnant women?,"
A. Escherichia coli 
B. Enterococcus faecalis 
C. Streptococcus agalactiae 
D. Proteus mirabilis 
E. Satphylococcus saprophyticus
",A,C,False,"Streptococcus agalactiae is a common cause of bacteremia during pregnancy. It can cause an infection known as ""pseudomembranous colitis,"" which manifests as painful swelling of the rectum and vagina. The bacteria also often colonize the respiratory tract, leading to pneumonia. In this case, the patient's presentation of pain in the left lumbar region and dysuria suggests a possible UTI, which may be caused by Staphylococcus aureus or other gram-negative bacteria, but the presence of Streptococcus agalactiae is more likely given the clinical history and laboratory findings. While it's important for healthcare providers to consider all possible causes of symptoms in pregnant women, especially when there are signs of infection like fever and increased white blood cell count, Streptococcus agalactiae is typically associated with bacteremia rather than a typical UTI. Therefore, while Streptococcus agalactiae could be a contributing factor, it is not as frequently identified as E. coli in pregnant women compared to other bacterial pathogens like Salmonella typhi or Klebsiella pneumoniae.",0.0,0.0391,0.2431,0.0904,0.0343,0.0904,0.0904,0.5015,0.5973,0.6594
"A 66-year-old woman diagnosed with type 2 diabetes mellitus since three months ago. She has a BMI of 31 kg/m2 and presents poor glycemic control despite a program of non-pharmacological measures (healthy diet, exercise). Which of the following hypoglycemic drugs is associated with weight gain and should we avoid in this patient?:",Which of the following hypoglycemic drugs is associated with weight gain and should we avoid in this patient?,"
A. Metformin (biguanide) 
B. Pioglitazone (thiazolidinedione) 
C. Canagliflozin (sodium-glucose cotransporter 2 inhibitor- iSGLT2) 
D. Liraglutide (GLP-1 receptor agonist)
",B,C,False,"Type 2 diabetes mellitus (T2DM) is characterized by insulin resistance and reduced ability to use insulin effectively. This can lead to hyperglycemia, which is often managed through dietary modifications, physical activity, and oral medications like metformin. However, for some patients, particularly those who have been on other types of medication due to their underlying conditions, the combination of two antidiabetic agents can be problematic. Metformin, being an oral antidiabetic agent, is generally well-tolerated but may cause weight gain as it works primarily through its effects on appetite regulation rather than directly affecting body fat storage. While it does not typically result in weight gain, there's always a risk of side effects such as nausea, diarrhea, and constipation. Pioglitazone, also known as Troglitazone, is another biguanide drug that inhibits glucose transport across cell membranes. It acts similarly to metformin by reducing insulin sensitivity, though its exact mechanism of action differs from metformin. Like metformin, pioglitazones do not typically cause weight gain unless used in conjunction with other weight-loss therapies. Liraglutide, on the other hand, is a GLP-1 receptor agonist. Unlike pioglitazones, liraglutide works by increasing the release of glucagon-like peptide-1 (GLP-1), which helps lower blood sugar levels. The mechanism of action involves stimulating the pancreas to produce more of these hormones, thereby lowering blood sugar. Therefore, the combination of pioglitazone and liraglutide would likely result in worse glycemic control compared to using metformin alone. In this case, the patient is already taking a program of non-pharmacological measures, including healthy diet and regular exercise, so the benefits of adding either metformin or liraglutide might outweigh any potential risks. Thus, the choice between these two drugs should be made carefully, considering the specific needs and tolerability of the patient.",0.0,0.0364,0.2112,0.0833,0.0194,0.0641,0.0641,0.4636,0.5687,0.6013
"A 32-year-old woman requests preconception counseling. The patient reports that she underwent cervical conization for a high-grade intraepithelial lesion (H-SIL) and subsequently had three miscarriages between 20 and 22 weeks gestation. She has no living children. On all three occasions she came to the emergency department with a feeling of weight in the hypogastrium, where she was found to be 8 cm dilated and with prominent amniotic membranes. She had never felt contractions before, what advice would you give her for the next pregnancy?","She had never felt contractions before, what advice would you give her for the next pregnancy?","
A. I would prescribe oral atosiban prophylaxis throughout the pregnancy 
B. I would offer lung maturation with corticosteroids from 19-20 weeks of gestation 
C. I would recommend a cervical cerclage at 14 weeks gestation 
D. I would advise her not to attempt any more pregnancies because of the high risk of recurrence 
E. I would recommend resorting to assisted reproductive techniques
",C,E,False,"Given the patient's history and symptoms, it is clear that they have a condition known as Hirschsprung's disease (high-grade intraepithelial lesion), which can lead to complications during pregnancy including miscarriage and recurrent abortion. The patient's symptoms—dilation, amenorrhea, and the presence of an unusual fetal heart rate—are consistent with Hirschsprung's disease. Cervical cerclage is typically used for severe cases of Hirschsprung's disease that cannot be resolved through other means. It involves placing a band around the cervix to close the birth canal and prevent premature rupture of membranes, but it does not address the underlying cause of the disease. Lungs maturation with corticosteroids is often recommended for patients with congenital heart defects who have experienced multiple miscarriages. This approach helps to improve the lungs' ability to support the fetus, though it does not specifically address the Hirschsprung's disease itself. Oral atosiban prophylaxis could potentially help manage the symptoms associated with Hirschsprung's disease, such as constipation and abdominal distention, but it does not directly address the root cause of the disease. Assisted reproductive techniques, such as in vitro fertilization (IVF) or intracytoplasmic sperm injection (ICSI), may be considered if there are significant concerns about fertility or if the patient wishes to avoid IVF due to medical reasons. However, these methods do not address the underlying cause of Hirschsprung's disease. Resorting to assisted reproductive techniques might also be considered if the patient has undergone multiple miscarriages and feels that continuing with IVF would exacerbate their condition. While this option can be beneficial, it should be carefully weighed against the potential risks and benefits. In conclusion, while Cervical cerclage is generally preferred over other options given the specific situation, it is important to consider whether the patient is truly experiencing the effects of Hirschsprung's disease and whether other treatment options are necessary. Therefore, Option E appears to be the most appropriate recommendation based on the information provided.",0.0,0.0144,0.0577,0.0235,0.0,0.0117,0.0117,0.4423,0.543,0.5755
"A 70-year-old female patient is admitted to the ICU after suffering anterior AMI treated by coronary angioplasty and stent placement in the anterior descending artery. Four days later she suddenly presented hypotension that required vigorous volume support, initiation of vasoactive drugs, orotracheal intubation and connection to mechanical ventilation. Physical examination revealed a murmur not previously present. Suspicion of a mechanical complication of the infarction led to transthoracic echocardiography showing pericardial effusion. Mark the CORRECT answer:",Mark the CORRECT answer:,"
A. Mortality with medical treatment is 20% 
B. In case of free wall rupture there is an oximetric jump in the right ventricle in the Swan-Ganz catheterization 
C. In case of free wall rupture, there is no palpable frémito 
D. Mechanical complications usually appear on the first post-infarction day
",C,D,False,"1. Mechanical Complications Usually Appear On the First Post-Infarction Day: - The information provided states that ""Suspicion of a mechanical complication of the infarction led to transthoracic echocardiography showing pericardial effusion."" Pericardial effusion typically indicates a mechanical complication (such as pulmonary edema) rather than a true cardiac event like myocardial infarction. 2. Other Options Analysis: - Option A: ""Mortality with medical treatment is 20%"" - This statement is incorrect because the given information does not suggest a mortality rate. Instead, it indicates that medical intervention was necessary due to a mechanical complication. - Option B: ""In case of free wall rupture, there is an oximetric jump in the right ventricle in the Swan-Ganz catheterization"" - While this could be relevant if the heart function deteriorated during the episode, it is not directly supported by the given data. It would be more accurate to say that the mechanical complication necessitated additional interventions, such as mechanical ventilation and vasopressor therapy. - Option C: ""In case of free wall rupture, there is no palpable frémito"" - This statement is also incorrect. The presence of pericardial effusion suggests a fluid accumulation within the pericardium, which can lead to palpitations or murmurs but does not necessarily indicate the absence of a palpable frémito. Therefore, based on the provided information, the most appropriate conclusion is that the mechanical complications were likely observed early on in the acute phase, leading to immediate need for additional interventions.",0.0,0.0073,0.0469,0.0083,0.0,0.0083,0.0083,0.3496,0.4575,0.5088
"A 58-year-old man, three weeks after a severe ankle sprain presents, rapidly progressive, with dyspnea at rest, dizziness and syncope. On arrival at the hospital he has hypotension (systolic BP 80 mmHg, diastolic 40 mmHg) and poor perfusion. He is intubated and connected to mechanical ventilation and noradrenaline is started. Echocardiogram shows signs of pulmonary hypertension. Angio-CT shows multiple repletion defects occupying both main pulmonary arteries. Which of the following treatments would be associated with the most rapid hemodynamic improvement in this case?",Which of the following treatments would be associated with the most rapid hemodynamic improvement in this case?,"
A. Intravenous perfused sodium heparin 
B. Thromboendartectomy 
C. Systemic fibrinolysis with rt-PA (alteplase) 100 mg intravenous 
D. Inferior vena cava filter
",C,B,False,"Thromboendarterectomy is a surgical procedure that aims to remove thrombi from blood vessels, which can cause pulmonary arterial hypertension. In this case, since the patient has multiple repletion defects on both main pulmonary arteries, these could be due to an embolism or clot formation. Thromboendarterectomy is specifically designed to clear these emboli from the pulmonary circulation, thereby improving oxygenation and reducing symptoms like dyspnea and syncope. Option A (Intravenous perfused sodium heparin) involves administering heparin to dissolve blood clots. While it may help manage some symptoms, it does not directly improve pulmonary arterial pressure. Option C (Systemic fibrinolysis with rt-PA (alteplase)) uses tissue plasminogen activator (rt-PA), which helps dissolve existing blood clots. This treatment also indirectly improves pulmonary arterial pressure but doesn't address the specific issue of emboli. Option D (Inferior vena cava filter) is a device used to prevent deep vein thrombosis from spreading into the lungs. It's generally recommended for patients with deep vein thrombosis but doesn't specifically target pulmonary arterial hypertension. Therefore, thromboendarterectomy is the most appropriate treatment for this patient given their condition. It addresses the underlying cause of the emboli causing the pulmonary arterial hypertension rather than providing immediate relief from other symptoms.",0.0,0.0354,0.2017,0.0909,0.0367,0.0636,0.0636,0.4907,0.5902,0.6691
"6-month-old infant presenting to the emergency department for respiratory distress. Examination: axillary temperature 37.2°C, respiratory rate 40 rpm, heart rate 160 bpm, blood pressure 90/45 mmHg, SatO2 95% on room air. He shows moderate respiratory distress with intercostal and subcostal retraction. Pulmonary auscultation: scattered expiratory rhonchi, elongated expiration and slight decrease in air entry in both lung fields. Cardiac auscultation: no murmurs. It is decided to keep the patient under observation in the hospital for a few hours. What do you consider the most appropriate attitude at this time with regard to the complementary tests?",What do you consider the most appropriate attitude at this time with regard to the complementary tests?,"
A. Request venous blood gas, leukocyte count and acute phase reactants 
B. Request chest X-ray 
C. Request arterial blood gases and acute phase reactants 
D. Do not request complementary tests
",D,C,False,"In the scenario described, an 6-month-old infant presents with respiratory distress, including signs of hypoxemia (low oxygen levels), which is a critical sign indicating potential respiratory distress syndrome (RDS). Given the severity of the condition, it is crucial to obtain comprehensive diagnostic information promptly. Here's how we can approach the situation: 1. Requesting Arterial Blood Gases (ABGs): - Reason: The presence of hypoalbuminemia due to RDS can lead to decreased oxygen saturation (hypoxemia) and elevated carbon dioxide levels (hypercapnia). These conditions need immediate attention. In neonatal RDS, there may be insufficient production of red blood cells leading to reduced hemoglobin levels, resulting in low oxygen saturation. This can also cause hypercapnia if the kidneys cannot efficiently remove excess CO2 from the blood. 2. Requesting Acute Phase Reactants: - Reason: Elevated levels of inflammatory markers like C-reactive protein (CRP) and other acute phase proteins suggest inflammation, which might be contributing to the hypoxic state. Elevated CRP levels often indicate ongoing inflammation, which could be exacerbated by the hypoxic state. Other acute phase proteins such as alpha-1 antitrypsin (a1t) might also be indicative of underlying lung injury. 3. Requesting Chest X-rays: - Reason: To assess for pneumonia, which is another common complication of RDS. The rapid progression of respiratory distress necessitates prompt evaluation. Chest x-rays are essential to rule out pneumonia, especially given the history of respiratory distress and the frequent episodes of respiratory failure seen in RDS patients. 4. Do Not Request Complementary Tests: - Reason: While these tests are important, they may not provide definitive answers about the underlying cause of the symptoms. For instance, while arterial blood gases can help determine if the patient is hypothermic (due to circulatory insufficiency), they don't directly address the causative factors of the hypoxemia. A combination of tests is necessary to diagnose RDS comprehensively. Early intervention through these tests will likely improve outcomes significantly. Given that the patient has already been diagnosed with RDS, the primary focus should be on addressing the current respiratory distress. Therefore, the best course of action involves requesting arterial blood gases and acute phase reactants, followed by appropriate management based on these results.",0.0,0.0143,0.0943,0.0479,0.0107,0.0319,0.0319,0.4326,0.5406,0.6092
"A patient with a history of fever and chest pain comes to the hospital with dyspnea and tachypnea. On physical examination, the blood pressure cyphrads are low, jugular venous pressure is elevated with a deep descending sinus X, and he has a pulsus paradoxus. What pathology should be suspected?",What pathology should be suspected?,"
A. Ischemic heart disease 
B. Dilated cardiomyopathy 
C. Severe aortic valve stenosis 
D. Constrictive pericarditis 
E. Pericardial effusion with cardiac tamponade
",E,D,False,"The symptoms described—fever, chest pain, dyspnea, and tachypnea—are consistent with congestive heart failure (CHF), which can lead to ischemia in the myocardium. The elevated jugular venous pressure, known as jugular venous distention, is characteristic of right-sided heart failure. The presence of a pulsus paradoxus is a sign of left-sided heart failure. Given these clinical manifestations, Option D (Constrictive pericarditis) is the most likely diagnosis. Constrictive pericarditis involves inflammation of the pericardium, leading to fluid accumulation around the heart that compresses it. This compression can cause symptoms such as chest pain, dyspnea, and tachypnea, especially when combined with other heart-related issues like heart failure. Conclusion: The correct answer is Option D (Constrictive pericarditis).",0.0,0.0,0.0262,0.0,0.0,0.0,0.0,0.3636,0.4689,0.5112
15-year-old female presenting with delayed menarche and short stature. She does not have intellectual disability. Which of the following genetic tests would be routinely used for the diagnosis of this patient:,Which of the following genetic tests would be routinely used for the diagnosis of this patient:,"
A. Massive sequencing (NGS) 
B. FISH 
C. DNA and/or RNA microarrays 
D. Karyotype
",D,C,False,"For diagnosing 15-year-old females with delayed menarche and short stature who do not have intellectual disabilities, the most appropriate genetic test would be a combination of DNA and/or RNA microarrays. These tests allow for comprehensive analysis of genetic material to identify specific mutations that can cause these symptoms. DNA microarray technology involves using small pieces of DNA as probes to detect changes in gene expression at different levels of detail. This method allows for simultaneous detection of thousands of genes, enabling the identification of numerous potential causes of the observed phenotypes. By combining multiple types of microarrays, researchers can potentially find genetic variants associated with both male infertility and short stature. On the other hand: - Massive sequencing (NGS) typically focuses on large-scale sequence reads from genomic data, which may not be necessary for detecting specific genetic variations related to reproductive issues. - FISH uses fluorescence in situ hybridization to visualize specific DNA sequences within cells, often focusing on specific regions of the genome, but it might not be as precise for identifying subtle genetic differences like those seen in this case. Therefore, DNA microarrays combined with NGS are the most suitable tools for diagnosing this patient based on her clinical presentation and history.",0.0,0.0531,0.2374,0.1081,0.0273,0.0811,0.0811,0.5108,0.608,0.6763
"A 38-year-old man consults for dyspnea and hemoptysis. Blood tests show creatinine 7 mg/dL, urea 250 mg/dL and high titer positive anti-GBM (anti-glomerular basement membrane antibodies). Renal biopsy shows crescents in 75% of the glomeruli and immunofluorescence shows a linear Ig deposition pattern. Which of the following is the correct answer?",Which of the following is the correct answer?,"
A. It is an IgA nephropathy with acute renal failure 
B. Plasmapheresis would be indicated 
C. It is a membranous glomerulonephritis 
D. Mycophenolate mofetil is the initial treatment of choice 
E. Glomerular involvement is caused by the presence of circulating immunocomplexes
",B,B,True,"1. Creatinine and Urea Levels: The elevated levels of creatinine and urea are indicative of chronic kidney disease (CKD), which is often associated with proteinuria and hematuria. 2. Anti-GBM Antibodies: Anti-GBM antibodies can indicate active glomerulonephritis, especially when present in 75% of glomeruli. 3. Renal Biopsy: The presence of crescents in 75% of glomeruli suggests a diagnosis of membranous glomerulonephritis, as these crescents are characteristic of this type of glomerulonephritis. 4. IgG Linear Pattern: A linear IgG deposition pattern on immunofluorescence microscopy further supports the diagnosis of membranous glomerulonephritis. Given these findings, the correct management strategy is plasmapheresis. Plasmapheresis involves the removal of blood plasma to remove immune complexes from the body, thereby helping to reduce inflammation and improve kidney function. ### Conclusion: The correct answer is B. Plasmapheresis would be indicated. This treatment approach is particularly appropriate given the clinical presentation of CKD and the specific antibody patterns observed in the patient's serum.",0.0,0.0328,0.2015,0.0854,0.0247,0.0854,0.0854,0.4118,0.4942,0.6002
"A woman comes to the office with her 3 year old daughter because she has detected a slight mammary development since 3 months without taking any medication or any relevant history. Indeed, the physical examination shows a Tanner stage IV, with no growth of pubic or axillary hair. The external genitalia are normal. Ultrasonography reveals a small uterus and radiology reveals a bone age of 3 years. What attitude should be adopted?",What attitude should be adopted?,"
A. Follow-up every 3-4 months, as this is a temporary condition that often resolves on its own 
B. Breast biopsy 
C. Mammography 
D. Administration of GnRh analogues
",A,B,False,"Given the symptoms described (mammary development, Tanner stage IV, no visible pubic or axillary hair, normal external genitalia, and an ultrasound showing a small uterus), it is clear that the child's health status is concerning. The presence of a small uterus suggests potential ovarian developmental issues, which could affect the child's overall health. Breast biopsies are typically recommended for infants and young children who present with signs suggestive of breast cancer, including persistent breast enlargement, nipple discharge, or other abnormalities. However, in this case where there is no apparent evidence of malignancy, a biopsy might not be indicated unless there are concerns about long-term health risks such as breast cancer. While the other options have their merits: - Follow-up every 3-4 months: This is generally advisable but may not be necessary if the initial evaluation indicates no immediate need for intervention. - Mammography: While important for early detection of breast cancer, it can sometimes be delayed due to the discomfort associated with mammograms and the risk of false positives. - Administration of GnRH analogues: These drugs are not typically used for benign conditions like mammary hyperplasia and are usually reserved for cases requiring surgical intervention. Therefore, given the absence of signs of malignancy and the concern over the baby's future health, a breast biopsy would be the most appropriate next step in managing this situation.",0.0,0.0039,0.0161,0.0086,0.0,0.0086,0.0086,0.3925,0.5084,0.5504
"A 40-year-old woman consults for approximately 20 episodes per day of intense left periocular pain lasting 15 minutes, accompanied by intense tearing and rhinorrhea. Her examination and MRI are normal. His treatment of choice would be:",His treatment of choice would be:,"
A. Indomethacin 
B. Lamotrigine 
C. Verapamil 
D. Prednisone 
E. Lithium carbonate
",A,D,False,"The patient presents with symptoms of severe eye pain, tearing, and rhinorrhea that last for several hours without improvement after standard treatments like prednisone (option D). These symptoms could indicate a complex condition involving multiple factors such as hormonal imbalances, neurotransmitter dysfunction, or possibly an underlying systemic illness. Lithium carbonate is often used in patients with bipolar disorder due to its ability to regulate mood and reduce the frequency of manic or depressive episodes. However, it is not typically associated with severe eye pain or tear problems commonly described in this case. Therefore, lithium carbonate is less likely to be the first-line treatment for the presented symptoms compared to other options provided. Option A (Indomethacin) might be considered if there's suspicion of gastrointestinal issues related to the eye pain, but it doesn't directly address the primary cause of the patient's symptoms. Option B (Lamotrigine) can help manage certain types of seizures and may have some anticonvulsant effects on neuropathic pain conditions, but it does not specifically target eye pain. Option C (Verapamil) has been shown to improve trigeminal neuralgia but is more effective in treating cardiac arrhythmias rather than managing chronic eye pain. Therefore, considering the patient’s presentation and the lack of specific medical history, lithium carbonate appears to be the most appropriate initial treatment option among those listed.",0.0,0.0122,0.0478,0.0261,0.0,0.0261,0.0261,0.3714,0.4854,0.5471
A 6-year-old boy comes to the clinic accompanied by the monitor of a day care center in our neighborhood because of a painful lump 3 cm in diameter on palpation in the right occipital area of the scalp. He suffers from alopecia in this area and 3 adenomegalies of quite hard consistency in the right posterior cervical region. What would be the most appropriate treatment?,What would be the most appropriate treatment?,"
A. Incision and drainage 
B. Topical Mupirocin 
C. Griseofulvin orally 
D. Intravenous cefazolin 
E. Topical Ketoconazole
",C,C,True,"The patient presents with a painful lump in the right occipital area that is causing discomfort due to alopecia and three adenomegaly (hard cysts). The symptoms suggest a possible fungal infection, particularly ringworm (onychomycosis), which can cause similar lesions. Griseofulvin is indeed an antifungal medication commonly used for treating ringworm infections. It works by inhibiting the enzyme pyrimidine nucleotide synthesis required for fungal cell division, thereby killing the fungi responsible for the infection. Given the patient's condition, griseofulvin would be the most appropriate treatment option to address the fungal origin of the lesion. While topical mupirocin (option A) could potentially help reduce inflammation, it does not specifically target fungal infections like griseofulvin does. Griseofulvin has been shown to be effective against various types of dermatophytes including ringworm. Topical ketoconazole (option D) may also be considered but should be used cautiously as it might irritate the skin and hair, especially if there is already hair loss. Topical mupirocin (option A) is the least invasive and more suitable for treating superficial fungal infections such as ringworm, making it the safest choice in this case. Therefore, griseofulvin remains the most appropriate initial treatment regimen.",0.0139,0.0274,0.175,0.0603,0.0508,0.0603,0.0603,0.4484,0.5561,0.6864
"A 70-year-old woman with a history of anorexia, weight loss, discomfort in the muscles and proximal joints and pain in the temporomandibular region who comes to the emergency department for unilateral loss of vision (hand movement), sudden and painless onset (afferent pupillary defect).what test would you request first for diagnostic purposes?",what test would you request first for diagnostic purposes?,"
A. Lumbar puncture 
B. C Reactive Protein 
C. Magnetic resonance angiography 
D. Carotid ultrasound
",B,D,False,"To diagnose the condition described, which involves unilateral loss of vision due to bilateral carotid artery stenosis, carotid ultrasonography is the most appropriate initial diagnostic test. This imaging modality allows us to visualize the internal structures of the carotid arteries and assess their patency, which is crucial for understanding the cause of the symptoms. 1. Lumbar puncture: While lumbar punctures can sometimes be used as part of a comprehensive evaluation, they are not specifically designed to diagnose conditions related to carotid artery stenosis. 2. Reactive Protein: This test measures levels of a protein called alpha-1 antitrypsin, but it does not directly relate to the specific clinical presentation described. 3. Magnetic Resonance Angiography (MRA): Although this technique can provide detailed images of blood vessels and their patency, it is not typically used to evaluate carotid artery stenosis. 4. Carotid Ultrasound: This non-invasive imaging method uses sound waves to create pictures of the inside of the carotid arteries. It provides clear visualization of the carotid artery itself and its surrounding structures, including any stenosis or blockages that could lead to visual changes. Therefore, carotid ultrasound is the most suitable initial diagnostic tool for evaluating the patient's condition and determining if there is evidence of carotid artery stenosis contributing to bilateral carotid artery insufficiency leading to unilateral vision loss.",0.0,0.0124,0.045,0.0263,0.0,0.0263,0.0263,0.4175,0.525,0.591
"In a patient diagnosed with epilepsy who presents with episodes of unresponsiveness to external stimuli, irregular movements of all four limbs, closed eyes, crying and pelvic movements, lasting five to twenty seconds and unresponsive to treatment with antiepileptic drugs, which complementary study is most likely to clarify the diagnosis?","In a patient diagnosed with epilepsy who presents with episodes of unresponsiveness to external stimuli, irregular movements of all four limbs, closed eyes, crying and pelvic movements, lasting five to twenty seconds and unresponsive to treatment with antiepileptic drugs, which complementary study is most likely to clarify the diagnosis?","
A. Video-EEG monitoring for diagnosis of pseudocrisis (psychogenic seizures) 
B. Holter ECG for diagnosis of arrhythmic heart disease 
C. Routine EEG to diagnose the type of epilepsy (generalized or foc) 
D. Brain MRI to detect epileptogenic lesions (cortical dysplasia, tumor, medial temporal sclerosis) 
E. Determine capillary blood glucose for diagnosis of hypoglycemia
",A,A,True,"Pseudocrisis refers to episodes where individuals have no clear pattern in their behavior but show significant abnormalities during the episode. The video-EEG (Video Electroencephalogram) technique can help identify these unusual patterns by recording brain activity non-invasively using electrodes placed on the scalp. This method allows for the observation of electrical activity that may not be visible through standard EEG recordings. Pseudocrisis often manifests as sudden changes in muscle tone, eye movements, and vocalization without a clear cause, making it an ideal diagnostic tool for this condition. While other options like routine EEGs and brain MRI can also help in diagnosing epilepsy, they do not specifically address pseudocrisis as well as video-EEG does. For instance, routine EEGs might miss subtle changes associated with pseudocrisis due to their lack of invasive nature. Additionally, while brain MRI can detect specific areas of damage or lesions related to epilepsy, it alone cannot differentiate between psychogenic seizures and other types of seizures such as generalized seizures. Video-EEG, however, provides direct visual evidence of abnormal brain activity during seizure-like episodes, making it particularly useful in identifying pseudocrisis among patients presenting with unresponsive symptoms.",0.0,0.0966,0.1849,0.1328,0.0,0.0747,0.0747,0.5394,0.5461,0.6022
