background,question,option,ground_truth,prediction,acc,explanation,bleu4,bleu1,meteor,rouge1,rouge2,rougeL,rougeLsum,bertscore_f1,bertscore_f1_avg_sent,bertscore_f1_max_sent
"A 23-year-old man comes to the office because of a 7-day history of fever, crampy abdominal pain, and diarrhea. He says the abdominal pain worsens with oral intake. He has been having 8 to 10 episodes of diarrhea daily. He has not traveled recently and has had no sick contacts. Medical history is unremarkable and he takes no medications. He does not smoke cigarettes, drink alcoholic beverages, or use illicit drugs. He is not sexually active. Vital signs are temperature 38.3°C (101.0°F), pulse 118/min, respirations 18/min, and blood pressure 108/58 mm Hg. Bowel sounds are hyperactive. The abdomen is diffusely tender to palpation; no masses are palpated. Neither the liver edge nor the spleen can be palpated. Digital rectal examination shows grossly bloody stool. A stool culture is obtained, and empiric pharmacotherapy is initiated. Results of the stool culture show growth of Campylobacter jejuni. The patient returns to the office 3 weeks later. He reports total resolution of his fever and gastrointestinal symptoms after completion of prescribed ciprofloxacin therapy, but he has had pain and swelling of his left knee during the past 3 days. The pain worsens with weight bearing. He rates the pain as a 6 on a 10-point scale. Vital signs are temperature 37.1°C (98.8°F), pulse 78/min, respirations 16/min, and blood pressure 112/58 mm Hg. Physical examination discloses erythema and warmth of the left knee with marked synovitis. Direct palpation and flexion of the knee elicit pain. Which of the following is the most appropriate diagnostic study to determine the cause of this patient's symptoms?",Which of the following is the most appropriate diagnostic study to determine the cause of this patient's symptoms?,"
A. Blood cultures 
B. CD4+ T-lymphocyte count 
C. Human leukocyte antigen-B27 assay 
D. Serum rheumatoid factor assay 
E. Stool culture
",C,E,False,"For diagnosing the cause of the patient's symptoms, the most appropriate diagnostic study would be a stool culture. This test is crucial for identifying the causative organism in Campylobacter jejuni, which causes food poisoning. 1. Stool Culture: This is the standard diagnostic method used to detect bacteria such as Campylobacter jejuni in patients. The stool sample from the patient will be examined under a microscope for the presence of Campylobacter jejuni. If positive, it confirms that the infection is due to this bacterium. 2. Other Options Analysis: - Blood Cultures: While blood cultures may help rule out other infections, they are not typically performed initially unless there are specific indications like severe bleeding or hemolysis. - CD4+ T-lymphocyte count: This is primarily used to assess immune function rather than bacterial pathogen identification. - Human leukocyte antigen-B27 assay: This is used to screen for autoimmune conditions but not specifically for bacterial infections. - Serum Rheumatoid Factor Assay: This is more relevant for systemic lupus erythematosus (SLE) rather than bacterial gastroenteritis. Given these considerations, the stool culture is the most direct and effective way to identify the causative agent of the patient's symptoms, including the recent onset of fever, abdominal pain, and knee joint inflammation. Therefore, the correct choice is E. Stool Culture.",0.0083,0.0617,0.3024,0.1478,0.0877,0.1217,0.1217,0.5415,0.5803,0.7626
"A 46-year-old woman, gravida 1, para 1, comes to the office because of a 2-week history of black discharge from her right nipple. The patient had mammography and ultrasonography of the breasts 2 months ago for evaluation of increased glandularity, palpated in the upper outer quadrant of the right breast, noted at her most recent annual examination. The studies showed likely benign findings with recommended follow-up in 6 months. Medical history is otherwise unremarkable and she takes no medications. BMI is 30 kg/m2 . Vital signs are normal. Palpation of the right breast discloses glandularity in the upper outer quadrant but no other masses. There is scant, black discharge from the right nipple. Which of the following is the most appropriate next step in diagnosis?",Which of the following is the most appropriate next step in diagnosis?,"
A. Ductography 
B. Excisional biopsy of glandular tissue 
C. Repeat mammography 
D. Repeat ultrasonography of the right breast 
E. No further workup is indicated
",A,B,False,"Given the patient's clinical presentation, which includes black discharge from the right nipple and palpable glandularity in the upper outer quadrant of the right breast without any other significant masses, the most appropriate next step in diagnosis would be an excisional biopsy of the glandular tissue. Here’s the rationale: 1. Black Discharge: The presence of black discharge suggests that there might be an underlying cause contributing to this symptom, such as infection, inflammation, or cancer. This could indicate that the lesion is not benign and requires a thorough evaluation. 2. Palpable Glandularity: The palpable nature of the glands indicates that there is a mass present within these structures. This is crucial information as it helps differentiate between benign and malignant conditions. 3. Vital Signs: Despite the normal vital signs, the presence of black discharge and palpable glands strongly suggests that there may be some pathology affecting the glands. A biopsy can help confirm whether the abnormality is benign or if there is a more serious condition like cancer. 4. Mammographic and Ultrasound Findings: While the mammogram and ultrasound did show possible benign findings, the absence of other masses suggests that the lesions are less likely to be benign. The high-risk nature of breast cancer increases the likelihood of malignancy even in the absence of obvious masses. 5. BMI and Other Clinical Factors: Although the patient has a BMI of 30 kg/m², which is considered overweight, the presence of the abnormal glands does not directly correlate with this risk factor alone. Therefore, the initial assessment should consider all relevant factors before proceeding with a biopsy. In conclusion, the excisional biopsy of the glandular tissue provides the definitive diagnostic tool needed to rule out or confirm the presence of a malignancy while ensuring a thorough understanding of the overall health status of the patient.",0.0119,0.0296,0.2076,0.0692,0.0443,0.0629,0.0629,0.464,0.5343,0.6197
"A physician is conducting a retrospective review of a trial involving the use of Drug X in patients with a specific disease. It is known that Drug X is associated with an increased probability of cancer in patients who use the drug. A total of 600 individuals with a specific disease were included in the trial. Of the participants, 200 individuals received Drug X and 400 individuals did not receive it. One hundred individuals who received Drug X died of a particular type of cancer and 100 individuals who did not receive the drug died of the same type of cancer. Based on these data, which of the following is the relative risk of death from this type of cancer in individuals who take Drug X as compared with individuals who do not take Drug X?","Based on these data, which of the following is the relative risk of death from this type of cancer in individuals who take Drug X as compared with individuals who do not take Drug X?","
A. Individuals who take Drug X have an equal risk of dying from this type of cancer 
B. Individuals who take Drug X have four times the risk of dying from this type of cancer 
C. Individuals who take Drug X have three times the risk of dying from this type of cancer 
D. Individuals who take Drug X have two times the risk of dying from this type of cancer 
E. The risk for dying cannot be determined from the data
",D,B,False,"Identify the number of deaths for each group: - For individuals who took Drug X: - Number of deaths = 100 (individuals who died from the type of cancer) - Risk of death per person = \( \frac{100}{200} = 0.5 \) (each death represents one individual) - For individuals who did not take Drug X: - Number of deaths = 100 (individuals who died from the type of cancer) - Risk of death per person = \( \frac{100}{400} = 0.25 \) (each death represents one individual) 2. Calculate the relative risk (RR): - Relative risk is calculated using the formula: \[ RR = \frac{\text{Number of deaths taking Drug X}}{\text{Number of deaths not taking Drug X}} \] - Substituting the values: \[ RR = \frac{0.5}{0.25} = 2 \] 3. Interpret the result: - A relative risk of 2 means that the risk of dying from this type of cancer is twice as high among individuals who took Drug X compared to those who did not take it. Conclusion: Based on the calculation, the relative risk of death from this type of cancer in individuals who take Drug X as compared with individuals who do not take Drug X is 2. Therefore, the correct answer is: The correct answer is B. Individuals who take Drug X have four times the risk of dying from this type of cancer.",0.0782,0.1077,0.4859,0.249,0.2186,0.2329,0.2329,0.5232,0.6459,0.8749
"A 23-year-old woman is brought to the emergency department by her friend because of headache, vomiting, and diarrhea that developed rapidly 6 hours ago. She also has had associated fever, chills, generalized muscle pain, and diffuse rash. The patient previously was healthy and has had no known exposure to anyone who has been ill. Medical history is unremarkable and her only medication is an oral contraceptive. She is currently menstruating. She does not smoke cigarettes or use illicit drugs. She drinks one to two alcoholic beverages weekly. She is disoriented to person, place, and time. Vital signs are temperature 39.2°C (102.6°F), pulse 114/min, respirations 26/min, and blood pressure 82/44 mm Hg. Pulse oximetry on oxygen at 2 L/min via nasal cannula shows an oxygen saturation of 90%. Examination of the skin shows diffuse macular erythema. Lungs are clear to auscultation. Cardiac examination discloses normal heart sounds and no murmur. Bowel sounds are hypoactive. Results of laboratory studies are shown: Serum Blood ALT: 164 U/L Hemoglobin: 16.4 g/dL AST: 130 U/L WBC 14,300/mm³ with left shift Urea nitrogen: 57 mg/dL Platelet count 52,000/mm3 Creatinine 2.2 mg/dL Can you provide me a diagnosis for this case? Given your diagnosis, a response to which of the following choices below is the most likely cause of this patient's condition?","Given your diagnosis, a response to which of the following choices below is the most likely cause of this patient's condition?","
A. Bacterial endotoxin 
B. Bacterial exotoxin 
C. Immunoglobulin E antibody 
D. Immunoglobulin G antibody 
E. Viral capsid 
F. Viral coat
",B,B,True,"Given that the patient has had no known exposure to bacteria and is experiencing rapid onset symptoms such as severe diarrhea, chills, and high fever, it is highly probable that she contracted a bacterial infection, particularly one causing toxemia or sepsis. Let's analyze each option: A. Bacterial endotoxin: This term is typically used in the context of endotoxins from Gram-negative bacteria, but given the patient’s symptoms, especially the presence of toxins like endotoxins, it would be less likely to fit the description. B. Bacterial exotoxin: Similar to endotoxins, these are often found in Gram-positive bacteria and can lead to similar symptoms, including those seen here. C. Immunoglobulin E antibody: While antibodies play a role in immune responses, they do not directly contribute to the pathogenesis of TSS. They are involved in allergic reactions rather than infectious processes. D. Immunoglobulin G antibody: Like immunoglobulin E, antibodies also play roles in immune responses but are not specific to infections. They might play a role in the initial inflammation but are not responsible for the systemic toxic effects seen in TSS. E. Viral capsid: Viral capsids are structures that protect viral particles and are not relevant to the pathophysiology of TSS, which involves the release of virions into the bloodstream. F. Viral coat: Similarly, viral coats are protective layers around viruses and are not related to the pathogenesis of TSS. Considering the severity and rapid onset of symptoms, combined with the presence of toxins (like endotoxins), the most likely diagnosis is that of a bacterial endotoxin. A bacterial endotoxin specifically fits the criteria of causing systemic toxic shock syndrome based on the combination of symptoms, rapid onset, and involvement of the immune system. Therefore, the correct diagnosis is: The correct answer is [B] Bacterial Endotoxin.",0.0,0.0382,0.1975,0.0943,0.0316,0.0629,0.0629,0.4575,0.5456,0.5972
"A 68-year-old man comes to the office because of a 4-week history of increasing stiffness in his shoulders and upper arms. He is an avid golfer and has been unable to play in the morning because of the stiffness. He says that the stiffness is somewhat improved in the afternoon. He also has felt fatigued and sometimes ""headachy and feverish."" Medical history is significant for arthritis in his knees treated with acetaminophen, which has not relieved his shoulder and arm pain, and hyperlipidemia treated with pravastatin. He is a retired radiologist. Vital signs are temperature 37.7°C (99.8°F), pulse 76/min, respirations 18/min, and blood pressure 145/80 mm Hg. There is no tenderness in the shoulder girdle, and range of motion is normal bilaterally. The remainder of the physical examination discloses no abnormalities. Results of additional laboratorystudies are shown: Serum Blood Creatine kinase 88 U/L Hematocrit 36% Hemoglobin 12.0 g/dL WBC 8600/mm3 ESR 88 mm/h Which of the following is the most significant risk factor for the development of this patient's condition?",0 g/dL WBC 8600/mm3 ESR 88 mm/h Which of the following is the most significant risk factor for the development of this patient's condition?,"
A. Age 
B. Gender 
C. History of osteoarthritis 
D. Previous occupation 
E. Use of pravastatin
",A,C,False,"To determine the most significant risk factor for the development of the patient's condition, we need to consider both current symptoms and the context of their medical history. 1. Age: While age itself does not directly cause stiff necks, it can contribute to chronic conditions like osteoarthritis, which may be exacerbated over time. 2. Gender: Men have higher rates of arthritis compared to women, but this does not necessarily mean they will develop the same type of stiffness as women. 3. History of Osteoarthritis: The patient mentions having had knee arthritis treated with acetaminophen, which hasn't helped alleviate his shoulder and arm stiffness. This indicates a past history of arthritic issues, suggesting that the stiffness might be due to degenerative changes rather than an acute exacerbation. 4. Previous Occupation: The fact that he used to be a retired radiologist suggests a sedentary lifestyle, which could lead to decreased muscle strength and flexibility, potentially contributing to the stiffness. 5. Use of Pravastatin: The use of pravastatin, a statin medication, was mentioned but did not improve the patient’s symptoms. This doesn’t necessarily rule out the possibility of another underlying issue. Given these points, the most significant risk factor for the development of the patient's condition appears to be: Osteoarthritis This conclusion is based on the specific symptoms described—stiffness, fatigue, and headachy—and the lack of improvement from treatment. However, it's important to note that while osteoarthritis is a common cause of joint stiffness, other factors should also be considered when assessing the severity of the condition. In summary, while osteoarthritis is a potential risk factor, it alone is not the primary reason for the patient's stiffness without other contributing factors such as inadequate exercise, improper posture, or underlying health issues. Therefore, osteoarthritis is the most significant risk factor for the development of this patient's condition.",0.0292,0.0435,0.3023,0.1,0.0828,0.1,0.1,0.4642,0.5055,0.6864
"A 16-month-old girl is brought to the emergency department by emergency medical technicians because of a generalized tonic-clonic seizure that began 25 minutes ago and has continued despite administration of 0.5 mg/kg rectal diazepam 10 minutes ago. The patient was at home at the time of the seizure. In the emergency department, she is given an additional 0.5 mg/kg dose of diazepam intravenously and the convulsion terminates. Within 2 minutes, her oxygen saturation drops to 75% and she appears cyanotic. Respirations are 10/min and shallow. She receives bag-valve-mask ventilation, followed by intubation and mechanical ventilation. Medical history is unremarkable. She takes no medications. Temperature is 39.1°C (102.5°F). Which of the following is the most likely underlying cause of the patient's respiratory insufficiency?",Which of the following is the most likely underlying cause of the patient's respiratory insufficiency?,"
A. Airway occlusion 
B. Encephalitis 
C. Medication-induced suppression of central respiratory drive 
D. Meningitis 
E. Ongoing nonconvulsive seizure activity
",C,E,False,"The patient presents with symptoms of respiratory distress, including hypoxemia (low oxygen levels), cyanosis (blue discoloration of the skin), and rapid breathing. Given these clinical manifestations, it is crucial to consider several potential causes for respiratory insufficiency in this young child. - Option A: Airway Occlusion - This is unlikely as the child does not show signs of airway obstruction such as nasal flaring, coughing, or difficulty breathing. - Option B: Encephalitis - Encephalitis is a condition where there is inflammation of the brain tissue. While seizures can occur in children with encephalitis, they are typically more severe and often associated with other neurological symptoms rather than just generalized tonic-clonic seizures. - Option C: Medication-Induced Suppression of Central Respiratory Drive - This is plausible as medication side effects like diazepam can lead to decreased respiration due to its sedative properties. However, the presence of hypoxia and cyanosis would suggest a need for intervention beyond simply administering a sedative. - Option D: Meningitis - Meningitis is a serious infection of the membranes surrounding the brain and spinal cord. It can cause significant respiratory compromise but is less common in pediatric patients compared to other conditions listed. Given the clinical presentation of hypoxemia, cyanosis, and rapid breathing, the most likely underlying cause of respiratory insufficiency is: Answer: E. Ongoing nonconvulsive seizure activity - Nonconvulsive seizures are those that do not result in a loss of consciousness and have no aura. They typically affect multiple areas of the brain and are usually accompanied by motor seizures, muscle twitching, and sometimes vomiting. - Seizures in children under 18 months old are generally considered nonconvulsive and may be triggered by various factors such as stress, fever, or environmental stimuli. The absence of any other apparent signs of seizure suggests a diagnosis of a nonconvulsive seizure. - The combination of hypoxemia, cyanosis, and rapid breathing in a child under 16 months underscores the possibility of ongoing nonconvulsive seizure activity, which could potentially cause respiratory distress if left untreated.",0.0081,0.032,0.192,0.0826,0.0534,0.0649,0.0649,0.51,0.5965,0.7087
"A 32-year-old woman comes to the emergency department because of a 3-day history of fatigue and postural light- headedness. She also reports nausea with one episode of vomiting this morning and adds that her stools and urine have been darker than usual lately. Medical history is significant for stage III-B Hodgkin lymphoma. She started the first cycle of chemotherapy 8 days ago. Additional medications include ferrous gluconate, hydrocodone, and prochlorperazine. She is currently receiving 0.9% saline at 75 mL/hr. Vital signs today are temperature 37.5°C (99.5°F), pulse 76/min supine and 80/min standing, respirations 16/min, and blood pressure 125/65 mm Hg supine and 120/60 mm Hg standing. Pulse oximetry on room air shows an oxygen saturation of 94%. Lungs are clear to auscultation. Cardiac examination discloses a soft systolic murmur at the left upper sternal border. There is no hepatosplenomegaly or tenderness on abdominal examination. Rectal examination discloses no masses. Stool is black and test for occult blood is negative. Results of laboratory studies are shown: Blood Urine Hematocrit 24% Specific gravity 1.032 (N=1.010–1.025) WBC 2400/mm3 Bilirubin Negative Platelet count 78,000/mm3 RBC Negative Which of the following is the most likely explanation for the patient's current condition?","025) WBC 2400/mm3 Bilirubin Negative Platelet count 78,000/mm3 RBC Negative Which of the following is the most likely explanation for the patient's current condition?","
A. Adverse effect of medications 
B. Bone marrow metastases 
C. Gastrointestinal blood loss 
D. Hemodilution 
E. Hemolytic anemia
",A,E,False,"The patient's symptoms—fatigue, postural light-headedness, nausea, darkened stools and urine—are consistent with a diagnosis of hemolytic anemia, which occurs when there is an imbalance in red blood cell production leading to reduced levels of normal hemoglobin in the bloodstream. Why Each Option Is Correct: - Option A (Adverse effect of medications): While some medications can cause side effects like fatigue, it’s less common for medication-induced anemia to present exclusively as fatigue and other nonspecific symptoms. - Option B (Bone marrow metastases): This is a serious medical condition where bone marrow cells spread from another site to the central nervous system. It typically presents with neurological symptoms such as numbness, tingling, or weakness, but not necessarily fatigue or darkened stools. - Option C (Gastrointestinal bleeding): While gastrointestinal bleeding can lead to fatigue due to decreased hemoglobin levels, it doesn’t specifically correlate with the specific symptoms described here. - Option D (Hemodilution): This refers to the dilution of blood volume through vomiting and diarrhea. However, it does not explain the presence of darkened stools or the specific symptoms described. Given the patient's clinical presentation and the available information about their medications, including ferrous gluconate and hydrocodone, it's more likely that the hemolytic anemia is responsible for these symptoms rather than any direct interaction between medications and hematological conditions.",0.0,0.0402,0.1403,0.0884,0.0162,0.0643,0.0643,0.4582,0.4953,0.5229
"A male neonate, who was born at 36 weeks' gestation 2 hours ago in the labor and delivery unit of the hospital, now shows signs of respiratory difficulty. The mother, an 18-year-old primigravid woman, smoked one pack of cigarettes daily throughout her pregnancy. She received prenatal care during most of the pregnancy. One episode of chlamydial cervicitis was detected during the last trimester and treated with azithromycin. The neonate was born via cesarean delivery due to fetal heart rate decelerations. The amniotic fluid was stained with light particulate meconium. Apgar scores were 9 and 9 at 1 and 5 minutes, respectively. The patient is 50 cm (20 in; 50th percentile) long and weighs 3005 g (6 lb 10 oz; 50th percentile); head circumference is 35 cm (14 in; 50th percentile). The infant's vital signs now are temperature 36.6°C (97.8°F), pulse 150/min, and respirations 70/min. Pulse oximetry on room air shows an oxygen saturation of 95%. Physical examination discloses mild subcostal and intercostal retractions. Chest x-ray shows prominent pulmonary vascular markings and fluid in the intralobar fissures. Which of the following diagnoses is most likely and explain your rationale on each choice?",Which of the following diagnoses is most likely and explain your rationale on each choice?,"
A. Chlamydial pneumonia 
B. Group B streptococcal sepsis 
C. Meconium aspiration syndrome 
D. Respiratory distress syndrome 
E. Transient tachypnea of newborn
",E,E,True,"To determine the most likely diagnosis for this neonate, we need to consider several factors including the clinical presentation, the history of smoking, and the imaging findings. 1. Chlamydial Pneumonia: - Neonates can develop pneumonitis from chlamydia infection, but it is usually associated with other symptoms such as fever, cough, and weight loss rather than sudden respiratory difficulties. - The presence of chlamydial cilia staining suggests a possible viral etiology, which could be a concern if the patient has been exposed to infectious agents. 2. Group B Streptococcus (GBS): - GBS is another potential cause of respiratory tract infections in infants, especially those under 2 years old. However, its incubation period is typically shorter than that of chlamydial pneumonia. - The presence of light particulate meconium in the amniotic fluid further supports the possibility of GBS infection. 3. Meconium Aspiration Syndrome (MAS): - This condition involves the aspiration of meconium into the bronchi, leading to respiratory distress and other complications. - While there have been reports of MAS in infants, it is more commonly associated with severe respiratory distress syndrome (RDS) rather than transient tachypnea of newborns. 4. Respiratory Distress Syndrome (RDS): - RDS can manifest as persistent hypoxic episodes or acute respiratory distress in premature infants. - It often begins within the first few days after birth and resolves spontaneously without significant intervention. - The fact that the patient has a prolonged history of chlamydial infection and respiratory distress does not strongly suggest RDS unless the respiratory distress is severe enough to warrant intervention. 5. Transient Tachypnea of Newborn (TTN): - TTN refers to a temporary increase in breathing rate that resolves without treatment. - While TTN can occur in some premature infants, it is less common than respiratory distress syndromes and generally requires immediate intervention. Given the clinical presentation, the history of smoking, and the imaging findings (light particulate meconium, prominence of pulmonary vascular markings, and fluid in the intralobar fissures), the diagnosis of respiratory distress syndrome (RDS) seems the most appropriate. Therefore, the diagnosis is E. Transient Tachypnea of Newborn.",0.0,0.015,0.0735,0.0403,0.0058,0.0288,0.0288,0.4067,0.5115,0.6217
"A 26-year-old woman comes to the office 1 day after she passed bloody mucus with her stool. She noticed mild abdominal cramping and some constipation preceding the episode; she has not had diarrhea or melanotic stools. She has not had any exposure to unusual or poorly kept food or to any known infectious agents. She says she has been under considerable stress because she is anticipating the defense phase of her PhD thesis soon. Her only medication is acetaminophen for occasional headaches. Her father had colon cancer and died at age 48 years from metastatic disease. She recalls being told that an aunt died of an unknown abdominal tumor. The patient's temperature is 37.6°C (99.6°F), pulse is 90/min, respirations are 18/min, and blood pressure is 110/74 mm Hg. Abdomen is mildly distended, nontympanitic, and tender to palpation only in the right lower quadrant. There is no rebound tenderness or guarding. Pelvic examination shows no masses or mucosal lesions. Rectal examination elicits pain and bloody mucus. Which of the following is the most appropriate diagnostic study?",Which of the following is the most appropriate diagnostic study?,"
A. Colonoscopy 
B. Esophagogastroduodenoscopy 
C. Lower gastrointestinal barium study 
D. Ultrasonography of the appendix 
E. Upper gastrointestinal barium study with small-bowel follow-through
",A,E,False,"This diagnosis aligns perfectly with the clinical presentation provided by the patient. The symptoms described—bleeding, abdominal cramps, and discomfort—are consistent with a perforated ulcer in the duodenum, which would be evident on upper GI barium studies. Additionally, the presence of bleeding could be indicative of an acute inflammatory process such as an acute appendicitis, given the history of previous appendectomy. To further confirm the diagnosis, we should consider the possibility of other conditions that might present similarly. However, since these symptoms suggest an acute injury rather than chronic inflammation, the upper GI barium study remains the most appropriate initial investigation. If necessary, additional tests like CT scan of the abdomen, MRI of the abdomen, or even endoscopic retrograde cholangiopancreatography (ERCP) can help clarify the cause if needed. Therefore, based on the information provided, the upper gastrointestinal barium study with small-bowel follow-through is the most appropriate diagnostic test to identify and treat the underlying condition causing the bleeding.",0.0114,0.0447,0.2676,0.1053,0.0592,0.0936,0.0936,0.4927,0.5904,0.6662
"A 15-year-old girl is brought to the office by her parents because of a 2-month history of progressively worsening gait disturbance. She has fallen several times, once striking her head and causing a brief loss of consciousness. Her parents state that she has had behavioral changes during this time. Medical history is remarkable for asthma treated with a corticosteroid inhaler as needed. Family history is remarkable for multiple sclerosis in a maternal aunt, parkinsonism in her paternal grandfather, and cancer in several paternal relatives, including a grandmother who died from a hemangioblastoma. Vital signs are normal. The patient is awake and alert, but she avoids eye contact and will not answer questions. Auscultation of the lungs discloses expiratory wheezing. Cardiac and abdominal examinations disclose no abnormalities. She has mild bilateral papilledema. Her stance and gait are wide-based, and she is unable to perform a tandem walk. Toxicology screening of the urine is positive for marijuana and cocaine metabolites. Which of the following is the most likely initial working diagnosis?",Which of the following is the most likely initial working diagnosis?,"
A. Cerebellar tumor 
B. Drug-related ataxia 
C. Epidural hematoma 
D. Juvenile-onset parkinsonism 
E. Multiple sclerosis
",A,E,False,"Given the clinical presentation described (progressive worsening gait disturbance, frequent falls, avoidance of eye contact, and lack of response), it is clear that the patient is experiencing symptoms consistent with multiple sclerosis (MS). Here’s why: 1. Gait Disturbance: The child's inability to perform a tandem walk suggests involvement of the central nervous system, which often includes MS. 2. Frequent Falls: This is a hallmark symptom of MS, where patients experience repetitive episodes of falling due to balance issues caused by lesions in the brainstem or spinal cord. 3. Avoidance of Eye Contact: This indicates a neurological deficit affecting visual processing, another common feature of MS. 4. Abnormal Lung Function: The presence of mild bilateral papilledema supports a diagnosis of multiple sclerosis, as these findings are characteristic of the disease. While the other options can be considered possibilities, they do not match the specific presentation provided: - Option A (Cerebellar tumor) is unlikely given the severity of the gait disturbance and the absence of any cranial nerve palsies. - Option B (Drug-related ataxia) is also less likely since there is no mention of any drug-induced neurological deficits. - Option C (Epidural hematoma) is highly improbable given the absence of any significant internal bleeding. - Option D (Juvenile-onset Parkinsonism) is less likely as the onset of symptoms is 2 months after childhood, whereas the presented presentation would typically occur later in life. Therefore, based on the clinical features described, the most probable initial working diagnosis is Multiple sclerosis.",0.0,0.031,0.2227,0.0775,0.0313,0.0698,0.0698,0.4715,0.5416,0.7092
"A 70-year-old man is brought to the emergency department by his son because of a 2-day history of right upper quadrant abdominal pain, chills, and confusion. He has vomited twice during this time despite decreased food intake. The patient has hypertension controlled with hydrochlorothiazide. Medical and surgical history is otherwise unremarkable. Vital signs are temperature 40.2°C (104.4°F), pulse 110/min, respirations 18/min, and blood pressure 100/60 mm Hg. The patient appears seriously ill without evidence of jaundice. Abdominal examination discloses tenderness to palpation over the liver without guarding. Results of laboratory studies are shown: Serum: Amylase 350 U/L Bilirubin total 2.1 mg/dL Blood: WBC 16,500/mm3 with prominent immature forms Neutrophils, segmented 42% total Neutrophils, bands 25% Serum urea nitrogen and creatinine concentrations are within the reference ranges, as are results of liver function tests. Ultrasonography of the abdomen shows multiple stones in the gallbladder and a common bile duct measuring 9 mm in diameter. Intravenous fluids and a broad-spectrum antibiotic are administered. Which of the following is the most likely diagnosis?",Which of the following is the most likely diagnosis?,"
A. Acute cholecystitis 
B. Acute pancreatitis 
C. Cholangitis 
D. Hepatitis 
E. Liver abscess
",C,B,False,"The patient's presentation, including the history of right upper quadrant abdominal pain, chills, confusion, and jaundice, strongly suggests acute pancreatitis. The combination of symptoms such as fever, jaundice, and sudden onset of severe abdominal pain is indicative of an inflammatory condition that may lead to pancreatic injury. - Chronic Pancreatitis: While it can present similarly, chronic pancreatitis typically presents with more persistent symptoms like fatigue, weight loss, and abdominal pain. It does not commonly cause significant systemic effects like those seen in acute pancreatitis. - Acute Cholecystitis: This condition usually presents with sudden, sharp upper abdominal pain, chills, fever, nausea, and vomiting. It often involves localized inflammation but generally does not result in the same degree of shock and systemic involvement as acute pancreatitis. - Acute Pancreatitis: This is the most consistent with the clinical presentation described. The presence of fever, jaundice, and the need for intravenous fluids and antibiotics aligns well with acute pancreatitis, which is characterized by inflammation affecting the pancreas. - Cholangitis: While cholangitis can be associated with similar symptoms, it typically presents with fever, jaundice, and other systemic complications. It is less likely given the specific findings on ultrasound and the absence of hepatosplenomegaly. - Hepatitis: Hepatitis is a general term for inflammation of the liver. While it could potentially mimic some aspects of acute pancreatitis, especially if there were concurrent viral hepatitis, the specific clinical features (fever, jaundice) and location (right upper quadrant) do not match those seen in acute pancreatitis. Therefore, based on the provided information and typical presentations of acute pancreatitis, the most probable diagnosis is B. Acute Pancreatitis.",0.0,0.0222,0.1438,0.059,0.0223,0.0517,0.0517,0.4092,0.5591,0.6681
"A 70-year-old woman comes to the office because of worsening tremor of her hands. The tremor has been present for most of her life and initially was mild and would occur only when she was tired or stressed. During the past month the shaking has become more noticeable and frequent. She is now embarrassed to eat with other people because of how obvious the tremor has become. The patient has been taking fluoxetine for the past 3 weeks to help her to cope with the death of her husband 2 months ago. Medical history is also remarkable for essential hypertension controlled with lisinopril and hyperlipidemia controlled with atorvastatin. Her only other medication is occasional ibuprofen for joint pain. She used to drink one to two alcoholic beverages monthly but now drinks one glass of wine daily because, she says, it reduces her tremor. She is 168 cm (5 ft 6 in) tall and weighs 70 kg (155 lb); BMI is 25 kg/m2. Vital signs are temperature 36.4°C (97.6°F), pulse 80/min, respirations 18/min, and blood pressure 130/85 mm Hg. Physical examination shows a moderate tremor of both hands that is not present at rest. Complete blood count, serum chemistry profile, and serum thyroid function tests are ordered and results are pending. Which of the following is the most likely cause of the patient's worsening tremor?",Which of the following is the most likely cause of the patient's worsening tremor?,"
A. Adverse effect of fluoxetine therapy 
B. Bereavement reaction 
C. Early Parkinson disease 
D. Increase in alcohol consumption 
E. Mini-strokes
",A,C,False,"The patient presents with a severe, progressive tremor that worsens over time despite ongoing treatment with fluoxetine (an antidepressant). This characteristic indicates a condition known as dystonia, which is characterized by involuntary muscle contractions. - Option A: Adverse effect of fluoxetine therapy - Fluoxetine is typically well-tolerated and associated with few adverse effects, including sedation and weight gain. Given the patient’s age and the severity of the tremor, this option seems less likely given the progression described. - Option B: Bereavement reaction - While bereavement can have significant physical impacts, it does not explain the gradual onset and worsening of the tremor. The tremor is consistent with a psychiatric disorder rather than a physical one. - Option C: Early Parkinson disease - Early Parkinson disease typically develops slowly and often begins with a combination of motor symptoms such as stiffness, bradykinesia (slowness of movement), and dyskinesias. The progression from mild to severe tremors could be indicative of early Parkinson disease, especially if the tremor has already started during the course of the illness. - Option D: Increase in alcohol consumption - Alcoholism is associated with tremors due to its impact on neurotransmitters like dopamine, which can lead to muscle rigidity and tremors. However, while this could be a contributing factor, it is not the primary cause here. Given these considerations, the most probable cause of the patient's worsening tremor is early Parkinson disease, particularly in conjunction with an underlying mental health issue like depression or anxiety. The rapid onset and progression described suggest a neurological disorder rather than a typical side effect of antidepressants. The correct answer is [C].",0.0099,0.0393,0.2664,0.1004,0.0578,0.0932,0.0932,0.5065,0.5936,0.7118
