background,question,option,ground_truth,prediction,acc,explanation,bleu4,bleu1,meteor,rouge1,rouge2,rougeL,rougeLsum,bertscore_f1,bertscore_f1_avg_sent,bertscore_f1_max_sent
"A 70-year-old man is brought to the emergency department by his son because of a 2-day history of right upper quadrant abdominal pain, chills, and confusion. He has vomited twice during this time despite decreased food intake. The patient has hypertension controlled with hydrochlorothiazide. Medical and surgical history is otherwise unremarkable. Vital signs are temperature 40.2°C (104.4°F), pulse 110/min, respirations 18/min, and blood pressure 100/60 mm Hg. The patient appears seriously ill without evidence of jaundice. Abdominal examination discloses tenderness to palpation over the liver without guarding. Results of laboratory studies are shown: Serum: Amylase 350 U/L Bilirubin total 2.1 mg/dL Blood: WBC 16,500/mm3 with prominent immature forms Neutrophils, segmented 42% total Neutrophils, bands 25% Serum urea nitrogen and creatinine concentrations are within the reference ranges, as are results of liver function tests. Ultrasonography of the abdomen shows multiple stones in the gallbladder and a common bile duct measuring 9 mm in diameter. Intravenous fluids and a broad-spectrum antibiotic are administered. Which of the following is the most likely diagnosis?",Which of the following is the most likely diagnosis?,"
A. Acute cholecystitis 
B. Acute pancreatitis 
C. Cholangitis 
D. Hepatitis 
E. Liver abscess
",C,B,False,"Acute pancreatitis is the most likely diagnosis based on the given clinical presentation and laboratory findings. Here's a detailed breakdown: 1. Clinical Presentation: - The patient presents with right upper quadrant abdominal pain. - There is no evidence of jaundice, which rules out acute cholangitis. - The patient has vomiting but not diarrhea, suggesting an inflammatory process rather than infectious causes like cholera or typhoid fever. - The presence of immature neutrophils in the blood suggests inflammation, consistent with acute pancreatitis. 2. Laboratory Findings: - Elevated serum amylase levels indicate pancreatic involvement. - Elevated bilirubin levels suggest possible biliary obstruction or septicemia secondary to pancreatitis. - Increased white blood cell count with a predominance of immature cells points towards inflammation. - Normal liver function test results exclude hepatic causes for the symptoms. 3. Imaging Findings: - Multiple stones in the gallbladder and a dilated common bile duct measure 9 mm in diameter support the diagnosis of acute pancreatitis. - These findings are more characteristic of acute pancreatitis than other conditions listed. 4. Pathophysiology: - Acute pancreatitis involves inflammation of the pancreas, often due to alcohol abuse, gallstones, or medications like corticosteroids. - It can cause severe abdominal pain, nausea, vomiting, and may lead to complications such as necrosis if left untreated. Given these factors, the combination of elevated amylase, increased white blood cell count, and imaging findings strongly supports the diagnosis of acute pancreatitis. The patient's age, medical history, and presenting symptoms align well with this condition.",0.0071,0.0246,0.1549,0.065,0.041,0.0407,0.0407,0.449,0.5622,0.6758
"A 70-year-old woman comes to the office because of worsening tremor of her hands. The tremor has been present for most of her life and initially was mild and would occur only when she was tired or stressed. During the past month the shaking has become more noticeable and frequent. She is now embarrassed to eat with other people because of how obvious the tremor has become. The patient has been taking fluoxetine for the past 3 weeks to help her to cope with the death of her husband 2 months ago. Medical history is also remarkable for essential hypertension controlled with lisinopril and hyperlipidemia controlled with atorvastatin. Her only other medication is occasional ibuprofen for joint pain. She used to drink one to two alcoholic beverages monthly but now drinks one glass of wine daily because, she says, it reduces her tremor. She is 168 cm (5 ft 6 in) tall and weighs 70 kg (155 lb); BMI is 25 kg/m2. Vital signs are temperature 36.4°C (97.6°F), pulse 80/min, respirations 18/min, and blood pressure 130/85 mm Hg. Physical examination shows a moderate tremor of both hands that is not present at rest. Complete blood count, serum chemistry profile, and serum thyroid function tests are ordered and results are pending. Which of the following is the most likely cause of the patient's worsening tremor?",Which of the following is the most likely cause of the patient's worsening tremor?,"
A. Adverse effect of fluoxetine therapy 
B. Bereavement reaction 
C. Early Parkinson disease 
D. Increase in alcohol consumption 
E. Mini-strokes
",A,A,True,"Fluoxetine, an antidepressant belonging to the selective serotonin reuptake inhibitor (SSRI) class, can have various side effects, including tremors as a potential adverse effect. This side effect is often described as a ""tardive dyskinesia-like"" tremor, which occurs after prolonged use of SSRIs and may worsen over time if left untreated. In this case, the patient has been on fluoxetine for three weeks, which could explain the onset and progression of her tremor. While bereavement reactions can sometimes manifest as physical symptoms such as tremors, they typically appear within days to weeks after the loss and usually resolve over time without specific treatment. Therefore, this option is less likely to be the primary cause of the worsening tremor. Early Parkinson disease is characterized by progressive motor symptoms rather than sudden onset, and its diagnosis requires a comprehensive evaluation, including clinical assessment and additional diagnostic tools like brain imaging and electromyography. Given the patient's age and the gradual nature of the tremor development, early Parkinson disease seems unlikely. An increase in alcohol consumption might exacerbate existing conditions like tremors, but it does not directly cause new-onset tremors. Moreover, the patient reports drinking alcohol to reduce her tremor, suggesting that alcohol itself is not the underlying cause. Mini-strokes, also known as transient ischemic attacks (TIAs), involve temporary interruptions in blood flow to parts of the brain, leading to neurological symptoms. While these can cause tremors, their presentation is different from chronic tremors associated with medications like fluoxetine. Mini-strokes are typically brief episodes lasting minutes to hours, whereas the patient's tremor has persisted for several weeks. In conclusion, the combination of the patient's long-term use of fluoxetine, the recent onset and progression of her tremor, and the absence of other immediate causes support the likelihood that the worsening tremor is due to an adverse effect of fluoxetine therapy.",0.0,0.0319,0.195,0.0795,0.0369,0.0734,0.0734,0.4927,0.5954,0.7176
"A 70-year-old woman comes to the office because of a 1-month history of gradually worsening shortness of breath. Medical history is significant for hypertension and hyperlipidemia. Routine medications are atorvastatin and lisinopril. The patient appears to be in respiratory distress. Vital signs are temperature 36.7°C (98.0°F), pulse 122/min and irregularly irregular, respirations 28/min, and blood pressure 144/88 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 90%. Pulmonary examination discloses dullness to percussion three-quarters of the way up on the left. Results of laboratory studies are shown: Serum Blood Urea nitrogen 29 mg/dL Hematocrit 38% Creatinine 1.0 mg/dL Hemoglobin 12.9 g/dL Na+ 142 mEq/L WBC 7800/mm3 K+ 4.1 mEq/L Cl− 99 mEq/L HCO3 − 24 mEq/L Glucose 102 mg/dL ECG shows atrial fibrillation with a rapid ventricular response. Chest x-ray shows a large left pleural effusion. Which of the following is the most appropriate next step in evaluation?",Which of the following is the most appropriate next step in evaluation?,"
A. Bone marrow biopsy 
B. Pericardiocentesis 
C. Pleurodesis 
D. Thoracentesis 
E. Video-assisted thoracoscopy
",D,D,True,"Thoracentesis is the most appropriate next step in evaluating this patient's condition. Here’s why: 1. Symptoms and Physical Examination: The patient presents with symptoms of shortness of breath that have progressively worsened over a month, along with respiratory distress, which suggests a serious underlying issue affecting her lungs. The physical examination reveals dullness to percussion on the left side, indicating possible fluid accumulation in the chest cavity (pleural effusion). 2. Diagnostic Testing: The laboratory results show elevated serum creatinine levels, suggesting kidney dysfunction, which could contribute to fluid retention and exacerbate respiratory issues. Additionally, the ECG findings indicate atrial fibrillation with a rapid ventricular response, which can lead to heart failure and further complications if not managed properly. 3. Imaging Findings: The chest X-ray demonstrates a large left pleural effusion, confirming the presence of fluid in the chest cavity. This finding is crucial as it directly links the patient's symptoms to a potential cardiac or pulmonary cause. 4. Options Analysis: - Bone Marrow Biopsy (Option A): While important for diagnosing hematological disorders, it is not typically indicated for patients presenting with acute respiratory distress. - Pericardiocentesis (Option B): Although pericarditis can cause similar symptoms, it is less likely given the patient's age and other clinical features. - Pleurodesis (Option C): This procedure is used to treat spontaneous pneumothorax but does not address the pleural effusion present here. - Video-Assisted Thoracoscopic Surgery (VATS) (Option E): This is more invasive and would only be considered after ruling out other causes of pleural effusion and ensuring there is no life-threatening complication such as a ruptured lung. 5. Immediate Management: Given the severity of the patient's symptoms and the presence of a large pleural effusion, immediate intervention is necessary. Thoracentesis allows for the removal of excess fluid, potentially improving breathing difficulties and reducing the risk of infection or further complications from the effusion. In conclusion, thoracentesis is the most appropriate initial diagnostic and therapeutic step in managing this patient's condition. It provides a quick assessment of the pleural fluid composition and facilitates symptomatic relief while allowing for subsequent management based on the fluid analysis.",0.01,0.0222,0.179,0.0545,0.0384,0.049,0.049,0.4486,0.5418,0.7309
"A 67-year-old man, who has been recovering in the hospital following surgical repair of a contained ruptured abdominal aortic aneurysm 10 days ago, suddenly develops severe abdominal pain. He does not have chest pain or shortness of breath. The patient's postoperative course had been uncomplicated until 4 days ago, when he developed a low-grade fever. He has been unable to tolerate a full liquid diet during the past 4 days. Medical history is remarkable for hypertension, hypercholesterolemia, and a myocardial infarction 6 years ago. Regular medications include metoprolol, lovastatin, and an 81-mg aspirin daily. He has smoked one pack of cigarettes daily for the past 40 years, and he typically drinks three to five beers daily. Vital signs now are temperature 38.1°C (100.6°F), pulse 68/min and regular, respirations 16/min, and blood pressure 150/90 mm Hg. Physical examination shows bilateral cataracts. Auscultation of the chest discloses diffuse mild wheezes and a grade 1/6 soft systolic ejection murmur at the cardiac apex. Palpation of the abdomen discloses mild to moderate mid and right upper quadrant abdominal tenderness. There is no guarding, rebound, or palpable mass. Rectal examination shows no abnormalities. Peripheral pulses are normal. Neurologic examination discloses no abnormalities. Serum electrolyte concentrations are within the reference ranges. Leukocyte count is 15,800/mm³ with mild left shift. Urinalysis shows no abnormalities. ECG shows an old inferior myocardial infarction. Chest x-ray shows scarring at the left and right cardiac bases; no masses or infiltrates are present. Which of the following is the most appropriate additional diagnostic study?",Which of the following is the most appropriate additional diagnostic study?,"
A. Arteriography of the abdomen 
B. Blood cultures 
C. MRI of the abdomen 
D. Ultrasonography of the abdomen 
E. No additional studies are needed
",D,A,False,"Arteriography of the abdomen is the most appropriate additional diagnostic study for this scenario. This procedure involves injecting contrast dye into the arteries supplying the abdominal organs, allowing visualization of any abnormality such as an aneurysm, dissection, or other vascular pathology that could be causing the patient's symptoms. Here’s why the other options are less suitable: B. Blood cultures - While infection can cause abdominal pain, blood cultures would not specifically identify the source of the problem in this case. They are more useful for diagnosing systemic infections like sepsis. C. MRI of the abdomen - Although MRI can provide excellent images of soft tissues, it is generally less sensitive than arteriography for detecting acute vascular issues like aneurysms or dissections. D. Ultrasonography of the abdomen - Ultrasound is a good initial imaging modality but may miss some subtle findings, especially if there is significant inflammation or fibrosis around the aneurysm sac. E. No additional studies are needed - Given the clinical presentation and the need to rule out complications from the previous surgery, arterial angiography remains the most definitive test to determine whether the current abdominal pain is related to the original aneurysm or another issue. In conclusion, arteriography provides the highest confidence in identifying the underlying cause of the patient's abdominal pain, which could be either related to the previously repaired aneurysm or indicative of a new complication requiring immediate intervention.",0.0159,0.0353,0.1887,0.0823,0.0581,0.0741,0.0741,0.4943,0.5954,0.7378
"A 31-year-old woman, gravida 3, para 2, who is at 32 weeks' gestation, is admitted to the hospital because of a 1-week history of progressive dyspnea and wheezing. She says her heart is ""racing"" and she is coughing up a small amount of blood-streaked sputum. Medical history is significant for hypothyroidism, for which she takes levothyroxine. An intravenous catheter is placed. Vital signs are temperature 36.9°C (98.4°F), pulse 132/min, respirations 32/min, and blood pressure 135/78 mm Hg. Pulse oximetry on 100% oxygen via nasal cannula shows an oxygen saturation of 92%. Auscultation of the lungs discloses decreased breath sounds at the bases with expiratory crackles bilaterally. Cardiac examination discloses an irregularly irregular rhythm, an indistinct point of maximal impulse, and a loud S1. A grade 3/6, low-pitched, diastolic, rumbling murmur is audible at the apex; a distinct snapping sound precedes the murmur. Fetal heart rate is 144/min. Which of the following is the most likely cause of the findings in this patient?",Which of the following is the most likely cause of the findings in this patient?,"
A. Atrial septal defect with development of pulmonary hypertension 
B. Chronic mitral regurgitation secondary to rheumatic heart disease 
C. Coarctation of the aorta 
D. Congenital aortic stenosis 
E. Mitral stenosis complicated by atrial fibrillation
",E,E,True,"Mitral stenosis is characterized by narrowing of the mitral valve, leading to increased resistance to blood flow through the left ventricle. This condition can lead to right-sided heart failure due to congestion and fluid accumulation in the lungs. The combination of mitral stenosis and atrial fibrillation further complicates the situation as it increases the workload on the heart and may result in complications such as thromboembolism. In this case, the patient's symptoms include dyspnea, wheezing, and a racing heartbeat, which are consistent with congestive heart failure. The presence of a loud, diastolic rumbling murmur at the apex suggests mitral regurgitation, but given the additional information about atrial fibrillation, the diagnosis of mitral stenosis becomes more plausible. The other options do not fit the clinical presentation: A. Atrial septal defect with development of pulmonary hypertension - This would typically present with cyanosis and signs of systemic shunting rather than isolated dyspnea and wheezing. B. Chronic mitral regurgitation secondary to rheumatic heart disease - While possible, it does not explain the specific combination of symptoms and murmurs seen here. C. Coarctation of the aorta - This would be associated with hemodynamic changes affecting the entire cardiovascular system, not just respiratory distress and murmurs. D. Congenital aortic stenosis - This would typically present with different symptoms related to valvular insufficiency or obstruction of blood flow from the aorta. Given the patient's age, medical history of hypothyroidism, and the combination of symptoms, the most likely cause of these findings is mitral stenosis complicated by atrial fibrillation.",0.0072,0.0429,0.2638,0.1053,0.053,0.0677,0.0677,0.4787,0.5423,0.6562
"A 70-year-old man is admitted to the hospital through the emergency department because of a 12-hour history of severe nausea and four episodes of vomiting of undigested food. During the past week, he has had worsening nausea, heartburn following meals, and early satiety. Medical history is significant for type 2 diabetes mellitus diagnosed 20 years ago, hyperlipidemia, and hypertension. Medications are intermediate-acting insulin twice daily and insulin lispro before meals. He also takes enalapril and atorvastatin. On admission, the patient appears uncomfortable. Vital signs are temperature 36.2°C (97.1°F), pulse 102/min, respirations 16/min, and blood pressure 105/78 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 98%. Physical examination discloses mild epigastric tenderness to palpation. The remainder of the examination discloses no abnormalities. Results of laboratory studies ordered in the emergency department are shown: Serum Blood ALT 23 U/L AST 26 U/L Alkaline phosphatase 85 U/L Amylase 104 U/L Urea nitrogen 42 mg/dL Creatinine 1.32 mg/dL Hemoglobin A1c 8.2% X-rays of the chest and abdomen disclose no abnormalities. Which of the following will best explain the patient's condition?",Which of the following will best explain the patient's condition?,"
A. Accumulation of calcium carbonate and hemoglobin breakdown products in the bile ducts 
B. Decreased gastric myoelectrical activity 
C. Decreased gastric pH 
D. Increased cholecystokinin activity
",B,C,False,"The patient's symptoms of severe nausea, vomiting, and abdominal discomfort suggest that there may be an obstruction in the gastrointestinal tract, which could lead to the accumulation of substances such as bile salts, cholesterol, and other metabolic waste products. This can cause irritation and inflammation in the stomach lining, leading to symptoms like nausea and vomiting. Option A is incorrect because it suggests the presence of calcium carbonate and hemoglobin breakdown products in the bile ducts, but this would not typically cause acute symptoms unless there was already an existing obstruction or blockage in the biliary system. Option B is incorrect because decreased gastric myoelectrical activity does not directly explain the symptoms described. While reduced motility might contribute to delayed emptying of the stomach, it alone cannot account for the severity of symptoms observed. Option D is incorrect because increased cholecystokinin activity would likely result in more frequent bowel movements rather than persistent nausea and vomiting. Cholecystokinin primarily stimulates gallbladder contraction and pancreatic enzyme secretion, so its effects on these organs do not align with the patient's presenting symptoms. In conclusion, the combination of elevated liver enzymes, alkaline phosphatase levels, and the clinical presentation strongly indicate an obstructive process affecting the upper gastrointestinal tract, most likely due to a stone or mass blocking the common bile duct. This leads us to conclude that Option C is the best explanation for the patient's condition.",0.0,0.0275,0.2257,0.0729,0.0408,0.0648,0.0648,0.4838,0.5863,0.7299
"A 70-year-old woman comes to the office for an annual health maintenance examination. She describes a 1-year history of slowly progressive fatigue, diffuse muscle aches, and generalized pain. Medical history is significant for osteoporosis diagnosed 5 years ago. Medications include alendronate and calcium supplementation. Vital signs are normal. Physical examination is unremarkable for her age, with no point tenderness on palpation. Results of complete blood count, serum electrolyte and thyroid-stimulating hormone concentrations, liver function tests, and erythrocyte sedimentation rate are all within the reference ranges. Screening mammography and colonoscopy done 1 year ago disclosed no abnormalities. Which of the following is the most appropriate next step in evaluation?",Which of the following is the most appropriate next step in evaluation?,"
A. DEXA scan 
B. Electromyography and nerve conduction studies 
C. MRI of the cervical spine 
D. Serum antinuclear antibody assay 
E. Serum 25-hydroxyvitamin D assay 
F. No additional evaluation is indicated
",E,A,False,"The patient's symptoms of fatigue, muscle aches, and generalized pain suggest possible underlying conditions such as fibromyalgia, chronic fatigue syndrome, or other systemic diseases that could be exacerbated by osteoporosis. The DEXA (Dual-Energy X-ray Absorptiometry) scan is specifically designed to measure bone density, which can help diagnose osteoporosis and its progression. This test provides valuable information about the patient's skeletal health, which is crucial given her history of osteoporosis and the presence of musculoskeletal complaints. Options B, C, D, E, and F are not suitable next steps because: B. Electromyography and nerve conduction studies - These tests are typically used to evaluate neuromuscular disorders and peripheral neuropathy, which do not directly address the patient's musculoskeletal symptoms. C. MRI of the cervical spine - While this might reveal structural issues like herniated discs or spinal stenosis, it does not specifically target the musculoskeletal system involved in these symptoms. D. Serum antinuclear antibody assay - This test is commonly used to detect autoimmune diseases but is not specific to musculoskeletal complaints related to osteoporosis. E. Serum 25-hydroxyvitamin D assay - Although vitamin D deficiency can contribute to muscle weakness and fatigue, this test alone would not definitively diagnose the patient's condition based solely on her symptoms and medical history. Option F indicates no further evaluation is needed, which contradicts the clinical presentation and the need for comprehensive assessment of musculoskeletal symptoms associated with osteoporosis.",0.0,0.0266,0.1817,0.0648,0.0082,0.0567,0.0567,0.4602,0.5389,0.5859
"A 22-year-old man comes to the emergency department because of a 4‐day history of cough productive of green sputum as well as fever, chills, and rigors. He also has had a 3‐day history of progressive shortness of breath; he now has shortness of breath at rest. He was evaluated in an urgent care center 1 day ago and was prescribed azithromycin, but his symptoms have worsened. He is using accessory muscles of respiration. He is diaphoretic and is able to give only one- to two-word answers to questions. Vital signs are temperature 39.1°C (102.3°F), pulse 138/min, respirations 40/min, and blood pressure 103/56 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 80%, and 100% oxygen is administered via nonrebreather face mask. Skin is mottled and there is cyanosis of the fingers and toes. Pupils measure 4 mm in diameter and are reactive to light. Mucous membranes are dry. Auscultation of the lungs discloses bilateral crackles. The remainder of the physical examination discloses no abnormalities. Laboratory studies are ordered; results of arterial blood gas analysis on 100% oxygen via nonrebreather face mask are shown: PO2: 50 mm Hg PCO2: 44 mm Hg pH: 7.34 Oxygen saturation: 85% Chest x-ray shows bilateral infiltrates with a normal cardiac silhouette and no effusions. Which of the following is the most likely underlying cause of this patient's condition?",Which of the following is the most likely underlying cause of this patient's condition?,"
A. Abnormalities of diffusion of oxygen 
B. Hypoventilation 
C. Obstructive lung disease 
D. Ventilation-perfusion mismatch and shunt
",D,D,True,"This patient presents with acute respiratory distress, high fever, hypoxemia, and tachypnea despite adequate ventilation due to hypercapnia. The clinical presentation strongly suggests a ventilatory compromise that cannot be explained solely by hypoventilation or obstructive lung disease. The presence of bilateral crackles on auscultation further supports the diagnosis of pulmonary edema or alveolar-capillary membrane injury, which can lead to ventilation-perfusion mismatch and shunting. Option A (Abnormalities of diffusion of oxygen) is unlikely because the patient's oxygen saturation remains low despite receiving supplemental oxygen, indicating that the primary issue is not related to impaired gas exchange across the alveoli. Option B (Hypoventilation) is less likely given the patient's tachypnea and elevated PaCO₂ levels, suggesting hypercapnia rather than hypoventilation. Option C (Obstructive lung disease) is improbable since the chest X-ray shows no evidence of significant consolidation or pleural effusion, ruling out restrictive or obstructive lung diseases like chronic obstructive pulmonary disease (COPD). In conclusion, the combination of severe hypoxemia, tachypnea, and the presence of bilateral crackles points towards a ventilation-perfusion mismatch and shunt, making option D the most likely underlying cause of this patient's condition.",0.0291,0.0574,0.4067,0.1366,0.0887,0.1366,0.1366,0.4944,0.5694,0.6547
"A 33-year-old male physician reports for a shift in the emergency department. A nurse alerts you that he noticed a faint odor of alcohol near the physician. When approached, the physician appears tired and more disheveled than usual. There is an odor of alcohol on his breath. He is a skilled and talented physician with no known history of substance or alcohol use disorder. He is married with three children, and his wife is pregnant with twins. The physician was recently hired and has had no actions on his license by any state medical board. Which of the following is the most appropriate next step?",Which of the following is the most appropriate next step?,"
A. Ask the physician if he is sober, and if he says yes, allow him to complete his shift 
B. Explain to the physician that you suspect he is intoxicated and ask him to submit to a blood sample to check his blood alcohol concentration 
C. Relieve the physician of duty and alert the hospital's patient safety officer 
D. Tell the physician that you can cover the remainder of the shift alone, so that he can sleep in his office 
E. Tell the physician you detect alcohol on his breath, and he needs to go home and should not return until he is sober
",C,C,True,"Option C is the most appropriate next step because it aligns with standard protocols for handling suspected cases of intoxication among healthcare professionals. In this scenario, the physician exhibits signs of intoxication (faint odor of alcohol, fatigue, disheveled appearance) which could indicate alcohol abuse or dependence. By relieving the physician of duty and alerting the hospital's patient safety officer, the immediate concern for patient safety is addressed while also ensuring that the situation does not escalate further. This approach minimizes risks associated with impaired judgment and potential errors during critical care situations. It also provides an opportunity for further investigation into the cause of the symptoms and ensures that the physician receives necessary support and treatment.",0.0242,0.063,0.393,0.1417,0.096,0.0945,0.0945,0.5413,0.5676,0.6744
"A 60-year-old man comes to the office because of a 1-year history of progressive left groin pain. The pain is worse with exercise and is relieved with rest. He says the pain is beginning to affect his ability to carry out his daily activities. He says, ""It even hurts when I'm turning over in bed."" He does not recall any trauma to the area. He also has had generalized mild stiffness of his joints during the past 3 years. He takes atorvastatin for hyperlipidemia and lisinopril for hypertension. Medical history is otherwise unremarkable. He does not smoke cigarettes. He drinks one alcoholic cocktail daily. He is 178 cm (5 ft 10 in) tall and weighs 68 kg (150 lb); BMI is 22 kg/m². Vital signs are temperature 37.4°C (99.3°F), pulse 82/min, respirations 18/min, and blood pressure 120/78 mm Hg. The patient walks with a slight limp and has difficulty changing position. Abduction of the left hip elicits pain. Physical examination of the patient's other joints discloses no abnormalities. Which of the following is the most appropriate imaging study at this time?",Which of the following is the most appropriate imaging study at this time?,"
A. CT scan of the hips 
B. MRI of the hips 
C. Radionuclide bone scan 
D. Plain x-ray of the left hip 
E. Skeletal survey
",D,D,True,"A plain x-ray of the left hip is the most appropriate initial imaging study for this patient due to several reasons: 1. Symptoms and History: The patient presents with progressive left groin pain that worsens with activity and improves with rest. This pattern suggests a possible degenerative joint disease or osteoarthritis involving the hip joint. 2. Clinical Presentation: The patient exhibits a slight limp and difficulty changing positions, which could indicate early-stage arthritis affecting the hip joint. These symptoms are consistent with hip osteoarthritis. 3. Imaging Characteristics: - Plain X-rays: These can show changes indicative of osteoarthritis such as narrowing of the joint space, subchondral cysts, and bony spurs around the edges of the femoral head and acetabulum. - MRI: While MRI provides excellent soft tissue contrast, it may be less useful initially given the patient’s age and the need for an immediate diagnosis. - CT Scan: Although CT scans can provide more detail than plain films, they are typically used for fractures or complex deformities rather than routine screening for hip arthritis. - Radionuclide Bone Scan: This test is generally reserved for patients who have suspicious findings on plain radiographs but do not require definitive diagnostic information immediately. - Skeletal Survey: This involves multiple views of the skeleton, including the hip, and is often used in cases where there is suspicion of systemic diseases like rheumatoid arthritis or metastatic cancer. Given these considerations, a plain x-ray of the left hip would be the first-line investigation to assess the presence and extent of hip joint involvement, allowing for timely intervention if necessary.",0.0034,0.0307,0.1753,0.0725,0.0365,0.0652,0.0652,0.4867,0.5542,0.6664
A 2-stage screening program for ovarian cancer is being designed. Which of the following sets of sensitivity and specificity is most likely preferred for Stage 1 and Stage 2 of the program?,Which of the following sets of sensitivity and specificity is most likely preferred for Stage 1 and Stage 2 of the program?,"
A. Stage 1: High Sensitivity, Low Specificity; Stage 2: High Sensitivity, Low Specificity 
B. Stage 1: High Sensitivity, Low Specificity; Stage 2: Low Sensitivity, High Specificity 
C. Stage 1: Low Sensitivity, High Specificity; Stage 2: High Sensitivity, Low Specificity 
D. Stage 1: Low Sensitivity, High Specificity; Stage 2: Low Sensitivity, Low Specificity
",B,B,True,"To design an effective two-stage screening program for ovarian cancer, it's crucial to balance both sensitivity (the ability to correctly identify those who have the disease) and specificity (the ability to correctly exclude those without the disease). The goal is to maximize the number of true positives while minimizing false positives. Option A suggests high sensitivity but low specificity at both stages, which would lead to many false positive results in stage 1 and stage 2. This could result in unnecessary treatments and psychological stress for patients who do not actually have the disease. Option C suggests low sensitivity but high specificity at both stages, which would also be problematic because it might miss some early-stage cases that could benefit from treatment. Option D suggests low sensitivity and low specificity at both stages, which would result in very few positive tests overall, leading to missed diagnoses and potentially fatal delays in treatment. Therefore, Option B provides a balanced approach where high sensitivity helps detect more early-stage cancers, while maintaining reasonable specificity to avoid overdiagnosis and overtreatment. This combination allows for efficient use of resources and accurate identification of truly affected individuals.",0.0,0.0667,0.2918,0.1567,0.0558,0.0922,0.0922,0.497,0.5805,0.6405
"A 35-year-old woman comes to the office for follow-up of chronic pelvic pain. The patient has had deep pelvic pain since undergoing total abdominal hysterectomy and radiation therapy for treatment of cervical cancer 5 years ago. She reports constant, severe aching pain; she rates the pain at its maximum as a 10 on a 10‐point scale. The pain worsens during intercourse. All subsequent cancer follow-up has been negative. Medical history otherwise is unremarkable. The patient has taken oxycodone for her pain for 3 years, but she now reports that the oxycodone only partially relieves her pain. She requests either an increased dose of oxycodone or a change in her prescription to controlled-release morphine, which was recently given to her by a friend. She has smoked one pack of cigarettes daily for the past 15 years. She does not drink alcoholic beverages. BMI is 18 kg/m². She appears lethargic. She is oriented to person, place, and time but speaks slowly with slurred speech. Vital signs are normal. Examination of the skin shows no abnormalities. Pupils are pinpoint and react sluggishly. Which of the following is the most appropriate next step in management?",Which of the following is the most appropriate next step in management?,"
A. Inform the patient that she must find a new physician 
B. Maintain the dose of oxycodone and add naproxen 
C. Order a urine toxicology screening 
D. Report the patient's unauthorized drug use to the police 
E. Switch oxycodone to sustained-release morphine
",C,C,True,"This patient presents with chronic pelvic pain after a previous surgery and radiation therapy for cervical cancer, along with significant opioid dependence due to long-term use of oxycodone. The symptoms include constant, severe aching pain, worsening during intercourse, and a need for increasing doses of opioids despite their effectiveness. Additionally, there are concerning physical findings such as sluggish pupillary response and cognitive impairment (orientation to person, place, and time but speaking slowly with slurred speech). Given these factors, ordering a urine toxicology screening is crucial because it can help identify any illicit substances present in the patient's system, including potentially dangerous drugs like fentanyl or other synthetic opioids. This test would allow healthcare providers to determine if the patient is using illegal drugs, which could be contributing to her pain and addiction issues. Options Analysis: A. Inform the patient that she must find a new physician - While this might seem necessary, it doesn't address the underlying medical concerns or substance abuse issue. B. Maintain the dose of oxycodone and add naproxen - Although this may temporarily alleviate some pain, it does nothing to address the root cause of her condition or the potential for further addiction. C. Order a urine toxicology screening - This is the most appropriate next step as it directly addresses the possibility of illicit drug use and helps manage both her pain and potential addiction. D. Report the patient's unauthorized drug use to the police - Reporting to law enforcement should be done cautiously and only when absolutely necessary, especially considering the patient's current state and lack of legal knowledge. E. Switch oxycodone to sustained-release morphine - While this might offer temporary relief, it doesn't address the underlying issues related to opioid dependency and substance misuse. In conclusion, ordering a urine toxicology screening is the most comprehensive approach to managing this patient's complex case while addressing both her pain and potential substance abuse issues.",0.0086,0.0255,0.2161,0.0599,0.0301,0.0599,0.0599,0.4505,0.5375,0.6361
