background,question,option,ground_truth,prediction,acc,explanation,bleu4,bleu1,meteor,rouge1,rouge2,rougeL,rougeLsum,bertscore_f1,bertscore_f1_avg_sent,bertscore_f1_max_sent
"A male neonate, who was born at 36 weeks' gestation 2 hours ago in the labor and delivery unit of the hospital, now shows signs of respiratory difficulty. The mother, an 18-year-old primigravid woman, smoked one pack of cigarettes daily throughout her pregnancy. She received prenatal care during most of the pregnancy. One episode of chlamydial cervicitis was detected during the last trimester and treated with azithromycin. The neonate was born via cesarean delivery due to fetal heart rate decelerations. The amniotic fluid was stained with light particulate meconium. Apgar scores were 9 and 9 at 1 and 5 minutes, respectively. The patient is 50 cm (20 in; 50th percentile) long and weighs 3005 g (6 lb 10 oz; 50th percentile); head circumference is 35 cm (14 in; 50th percentile). The infant's vital signs now are temperature 36.6°C (97.8°F), pulse 150/min, and respirations 70/min. Pulse oximetry on room air shows an oxygen saturation of 95%. Physical examination discloses mild subcostal and intercostal retractions. Chest x-ray shows prominent pulmonary vascular markings and fluid in the intralobar fissures. Which of the following diagnoses is most likely and explain your rationale on each choice?",Which of the following diagnoses is most likely and explain your rationale on each choice?,"
A. Chlamydial pneumonia 
B. Group B streptococcal sepsis 
C. Meconium aspiration syndrome 
D. Respiratory distress syndrome 
E. Transient tachypnea of newborn
",E,C,False,"Meconium Aspiration Syndrome (MAS) is the most likely diagnosis for this neonate given the clinical presentation and history. Here’s why: 1. History and Presentation: - The neonate was born via cesarean section due to fetal heart rate decelerations. - The amniotic fluid was stained with light particulate meconium, which is indicative of meconium-stained amniotic fluid (MSAF). - The neonate showed signs of respiratory difficulty, including subcostal and intercostal retractions, and prominent pulmonary vascular markings on chest X-ray. 2. Chlamydial Cervicitis: - While the neonate has a history of chlamydial cervicitis, it is not directly linked to the current respiratory symptoms. Chlamydia can cause neonatal conjunctivitis but does not typically lead to respiratory distress unless complicated by secondary infections. 3. Group B Streptococcal Sepsis: - Group B Streptococcus (GBS) is a common cause of neonatal sepsis, but it is less likely to present with the specific signs of MAS such as meconium-stained amniotic fluid and respiratory distress. 4. Respiratory Distress Syndrome (RDS): - RDS is characterized by respiratory distress that usually occurs in preterm infants after birth, often within the first few days of life. It is not associated with meconium-stained amniotic fluid or the specific signs of MAS. 5. Transient Tachypnea of Newborn (TTN): - TTN is a condition where the neonate experiences tachypnea (rapid breathing) and crackles on auscultation, but it is not typically associated with meconium-stained amniotic fluid or the specific signs of MAS. 6. Chlamydial Pneumonia: - Chlamydial pneumonia is a possibility, but it is less likely than MAS given the neonate's age and the presence of meconium in the amniotic fluid. Additionally, the neonate's respiratory symptoms would be more consistent with the immediate effects of meconium aspiration rather than a chronic infection like pneumonia. In conclusion, the combination of meconium-stained amniotic fluid, respiratory distress, and the characteristic findings on chest X-ray strongly support the diagnosis of Meconium Aspiration Syndrome.",0.0,0.0193,0.0881,0.0485,0.0061,0.0424,0.0424,0.3913,0.4987,0.5795
"A 26-year-old woman comes to the office 1 day after she passed bloody mucus with her stool. She noticed mild abdominal cramping and some constipation preceding the episode; she has not had diarrhea or melanotic stools. She has not had any exposure to unusual or poorly kept food or to any known infectious agents. She says she has been under considerable stress because she is anticipating the defense phase of her PhD thesis soon. Her only medication is acetaminophen for occasional headaches. Her father had colon cancer and died at age 48 years from metastatic disease. She recalls being told that an aunt died of an unknown abdominal tumor. The patient's temperature is 37.6°C (99.6°F), pulse is 90/min, respirations are 18/min, and blood pressure is 110/74 mm Hg. Abdomen is mildly distended, nontympanitic, and tender to palpation only in the right lower quadrant. There is no rebound tenderness or guarding. Pelvic examination shows no masses or mucosal lesions. Rectal examination elicits pain and bloody mucus. Which of the following is the most appropriate diagnostic study?",Which of the following is the most appropriate diagnostic study?,"
A. Colonoscopy 
B. Esophagogastroduodenoscopy 
C. Lower gastrointestinal barium study 
D. Ultrasonography of the appendix 
E. Upper gastrointestinal barium study with small-bowel follow-through
",A,A,True,"Given the patient's symptoms of bloody mucus in the stool, abdominal cramping, and tenderness in the right lower quadrant, along with a family history of colon cancer, the most appropriate initial diagnostic study would be a colonoscopy. 1. Colonoscopy: This procedure allows direct visualization of the entire large intestine, including the rectum and sigmoid colon. It can identify polyps or other abnormalities that may be causing bleeding. Given the patient's family history of colon cancer and the presence of rectal bleeding, a colonoscopy is crucial to rule out colorectal pathology, such as polyps or early-stage cancer. 2. Esophagogastroduodenoscopy (EGD): This procedure examines the upper digestive tract, including the esophagus, stomach, and duodenum. While it can detect issues like ulcers or inflammation, it does not address the lower gastrointestinal tract where the bleeding is originating from. 3. Lower Gastrointestinal Barium Study: This study involves the ingestion of barium, which outlines the large intestine on X-rays. However, it is less sensitive than colonoscopy for detecting small polyps or early-stage cancers. Additionally, it cannot be performed if there is active bleeding, which could make the results misleading. 4. Ultrasonography of the Appendix: Appendicitis is often associated with right lower quadrant pain and tenderness, but this imaging modality is not specific enough to diagnose the cause of bleeding in the lower gastrointestinal tract. Moreover, appendicitis is less likely given the absence of fever, leukocytosis, and the presence of rectal bleeding. 5. Upper Gastrointestinal Barium Study with Small-Bowel Follow-Through: This study evaluates the upper gastrointestinal tract and part of the small intestine. It is not suitable for diagnosing the cause of rectal bleeding, as it does not examine the lower gastrointestinal tract. In summary, a colonoscopy is the most comprehensive and accurate initial diagnostic tool for evaluating the lower gastrointestinal tract, especially considering the patient's symptoms and family history.",0.0,0.0227,0.1099,0.0559,0.0312,0.0435,0.0435,0.4155,0.5337,0.6084
"A 15-year-old girl is brought to the office by her parents because of a 2-month history of progressively worsening gait disturbance. She has fallen several times, once striking her head and causing a brief loss of consciousness. Her parents state that she has had behavioral changes during this time. Medical history is remarkable for asthma treated with a corticosteroid inhaler as needed. Family history is remarkable for multiple sclerosis in a maternal aunt, parkinsonism in her paternal grandfather, and cancer in several paternal relatives, including a grandmother who died from a hemangioblastoma. Vital signs are normal. The patient is awake and alert, but she avoids eye contact and will not answer questions. Auscultation of the lungs discloses expiratory wheezing. Cardiac and abdominal examinations disclose no abnormalities. She has mild bilateral papilledema. Her stance and gait are wide-based, and she is unable to perform a tandem walk. Toxicology screening of the urine is positive for marijuana and cocaine metabolites. Which of the following is the most likely initial working diagnosis?",Which of the following is the most likely initial working diagnosis?,"
A. Cerebellar tumor 
B. Drug-related ataxia 
C. Epidural hematoma 
D. Juvenile-onset parkinsonism 
E. Multiple sclerosis
",A,B,False,"Given the clinical presentation and the available information, drug-related ataxia (option B) appears to be the most likely initial working diagnosis. 1. Behavioral Changes: The patient's behavioral changes, along with the inability to answer questions, suggest possible cognitive impairment or altered mental status, which can be seen in drug intoxication. 2. Gait Disturbance and Tandem Walk Failure: These symptoms are consistent with ataxia, which is a disorder characterized by impaired coordination and balance. Ataxia can be caused by various factors, including substance use disorders. 3. Papilledema: This finding suggests increased intracranial pressure, which could be due to a variety of causes, including brain tumors, hydrocephalus, or other intracranial lesions. However, it is also a common side effect of certain medications, particularly those that cause vasodilation or have a direct effect on the optic nerve. 4. History of Asthma and Use of Corticosteroids: The patient's history of asthma and use of a corticosteroid inhaler as needed does not directly correlate with the symptoms described, but it is important to consider any potential side effects of these medications. 5. Family History: While the family history includes multiple sclerosis, parkinsonism, and cancer, none of these conditions typically present with the specific symptoms described. The presence of a maternal aunt with multiple sclerosis and a paternal grandfather with parkinsonism does not rule out drug-induced ataxia, especially given the current symptoms. 6. Urine Toxicology Screening: The positive results for marijuana and cocaine metabolites strongly support the idea that the patient is under the influence of these substances, which can lead to ataxia and other neurological symptoms. 7. Expiratory Wheezing: This finding is more indicative of respiratory issues such as asthma, which might be exacerbated by substance use, but it does not directly explain the gait disturbance or the neurological symptoms. While cerebellar tumors (option A) can cause ataxia, they are less likely given the absence of significant neurological deficits that would be expected with a large tumor. Epidural hematoma (option C) typically presents with sudden onset of neurological deficits, often with a history of trauma, which is not mentioned here. Juvenile-onset parkinsonism (option D) is rare and usually presents with tremors, bradykinesia, and rigidity, which are not described in this case. Multiple sclerosis (option E) is a chronic inflammatory demyelinating disease of the central nervous system, and while it can cause ataxia, the combination of symptoms and the absence of typical MS findings make this less likely. Therefore, based on the clinical presentation and the toxicology screen results, drug-related ataxia is the most plausible initial working diagnosis.",0.0061,0.0183,0.1592,0.0456,0.032,0.041,0.041,0.414,0.5296,0.6844
"A 70-year-old man is brought to the emergency department by his son because of a 2-day history of right upper quadrant abdominal pain, chills, and confusion. He has vomited twice during this time despite decreased food intake. The patient has hypertension controlled with hydrochlorothiazide. Medical and surgical history is otherwise unremarkable. Vital signs are temperature 40.2°C (104.4°F), pulse 110/min, respirations 18/min, and blood pressure 100/60 mm Hg. The patient appears seriously ill without evidence of jaundice. Abdominal examination discloses tenderness to palpation over the liver without guarding. Results of laboratory studies are shown: Serum: Amylase 350 U/L Bilirubin total 2.1 mg/dL Blood: WBC 16,500/mm3 with prominent immature forms Neutrophils, segmented 42% total Neutrophils, bands 25% Serum urea nitrogen and creatinine concentrations are within the reference ranges, as are results of liver function tests. Ultrasonography of the abdomen shows multiple stones in the gallbladder and a common bile duct measuring 9 mm in diameter. Intravenous fluids and a broad-spectrum antibiotic are administered. Which of the following is the most likely diagnosis?",Which of the following is the most likely diagnosis?,"
A. Acute cholecystitis 
B. Acute pancreatitis 
C. Cholangitis 
D. Hepatitis 
E. Liver abscess
",C,C,True,"Based on the clinical presentation and laboratory findings, the most likely diagnosis for this patient is cholangitis. 1. Right Upper Quadrant Pain: This is a classic symptom of biliary obstruction, which can be caused by gallstones or other biliary tract issues. 2. Chills and Fever: These symptoms are indicative of an infection, which is consistent with cholangitis. 3. Abdominal Examination: The absence of jaundice and the presence of tenderness over the liver without guarding suggests a biliary issue rather than acute pancreatitis or hepatitis. 4. Laboratory Findings: - Amylase: Elevated amylase levels are more commonly associated with acute pancreatitis, not cholangitis. - Bilirubin Total: The bilirubin level is within normal limits, which is inconsistent with obstructive jaundice seen in cholangitis. - WBC Count: A high white blood cell count with a significant percentage of immature forms (neutrophilic leukocytosis) is characteristic of an inflammatory process, such as cholangitis. - Serum Urea Nitrogen and Creatinine: These are within normal ranges, indicating no significant renal impairment. - Liver Function Tests: Normal liver function tests suggest that the liver is not yet significantly affected by the obstruction. 5. Imaging: The ultrasonography showing multiple stones in the gallbladder and a common bile duct measuring 9 mm in diameter strongly supports the diagnosis of cholangitis due to biliary obstruction. Given these findings, cholangitis is the most plausible diagnosis among the options provided. Acute cholecystitis would typically present with more pronounced jaundice and may have a higher likelihood of fever and elevated amylase levels if there is perforation or gangrene of the gallbladder. Acute pancreatitis usually presents with severe epigastric pain radiating to the back, and the presence of prominent immature forms in the WBC count is less typical compared to cholangitis. Hepatitis and liver abscesses do not typically present with such specific imaging findings and laboratory abnormalities as described here.",0.0029,0.0203,0.1037,0.0519,0.0327,0.0455,0.0455,0.3989,0.5353,0.6762
"A 70-year-old woman comes to the office because of worsening tremor of her hands. The tremor has been present for most of her life and initially was mild and would occur only when she was tired or stressed. During the past month the shaking has become more noticeable and frequent. She is now embarrassed to eat with other people because of how obvious the tremor has become. The patient has been taking fluoxetine for the past 3 weeks to help her to cope with the death of her husband 2 months ago. Medical history is also remarkable for essential hypertension controlled with lisinopril and hyperlipidemia controlled with atorvastatin. Her only other medication is occasional ibuprofen for joint pain. She used to drink one to two alcoholic beverages monthly but now drinks one glass of wine daily because, she says, it reduces her tremor. She is 168 cm (5 ft 6 in) tall and weighs 70 kg (155 lb); BMI is 25 kg/m2. Vital signs are temperature 36.4°C (97.6°F), pulse 80/min, respirations 18/min, and blood pressure 130/85 mm Hg. Physical examination shows a moderate tremor of both hands that is not present at rest. Complete blood count, serum chemistry profile, and serum thyroid function tests are ordered and results are pending. Which of the following is the most likely cause of the patient's worsening tremor?",Which of the following is the most likely cause of the patient's worsening tremor?,"
A. Adverse effect of fluoxetine therapy 
B. Bereavement reaction 
C. Early Parkinson disease 
D. Increase in alcohol consumption 
E. Mini-strokes
",A,D,False,"The worsening tremor in this patient could be attributed to several factors, but based on the information provided, the most likely cause is an increase in alcohol consumption. 1. Adverse effect of fluoxetine therapy - While fluoxetine can cause side effects such as nausea, dizziness, and fatigue, which might contribute to increased tremors, there is no direct evidence from the case description that suggests fluoxetine is the primary cause of the tremor. The tremor has worsened over the past month, which aligns more closely with a change in behavior rather than a direct drug effect. 2. Bereavement reaction - Although the patient has recently lost her husband, the tremor has been present for most of her life and has worsened in the past month. Bereavement typically manifests with symptoms like depression, anxiety, and sleep disturbances, but it does not directly cause a physical tremor. 3. Early Parkinson disease - While Parkinson’s disease can cause tremors, especially resting tremors, the patient's tremor is described as being present during activities (not just at rest), and it has worsened over the past month. Additionally, the tremor is not severe enough to be considered early Parkinson's disease, as it has been present for most of her life and has only recently become more noticeable. 4. Increase in alcohol consumption - The patient mentions that her tremor has decreased since she started drinking one glass of wine daily. This correlation strongly suggests that alcohol consumption may be contributing to the worsening tremor. Alcohol can exacerbate certain types of tremors, particularly those related to alcohol withdrawal or chronic use. 5. Mini-strokes - There is no mention of any stroke-like symptoms, and the tremor is not accompanied by other neurological deficits or changes in cognitive function. Therefore, mini-strokes are less likely to be the cause. Given these considerations, the most plausible explanation for the worsening tremor is the increase in alcohol consumption. The patient's self-reported reduction in tremor severity with alcohol intake supports this conclusion. Further investigation into the patient's alcohol consumption habits and potential interactions with medications should be conducted to confirm this hypothesis.",0.0026,0.0308,0.1874,0.0763,0.0493,0.0654,0.0654,0.4922,0.5758,0.7309
"A 70-year-old woman comes to the office because of a 1-month history of gradually worsening shortness of breath. Medical history is significant for hypertension and hyperlipidemia. Routine medications are atorvastatin and lisinopril. The patient appears to be in respiratory distress. Vital signs are temperature 36.7°C (98.0°F), pulse 122/min and irregularly irregular, respirations 28/min, and blood pressure 144/88 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 90%. Pulmonary examination discloses dullness to percussion three-quarters of the way up on the left. Results of laboratory studies are shown: Serum Blood Urea nitrogen 29 mg/dL Hematocrit 38% Creatinine 1.0 mg/dL Hemoglobin 12.9 g/dL Na+ 142 mEq/L WBC 7800/mm3 K+ 4.1 mEq/L Cl− 99 mEq/L HCO3 − 24 mEq/L Glucose 102 mg/dL ECG shows atrial fibrillation with a rapid ventricular response. Chest x-ray shows a large left pleural effusion. Which of the following is the most appropriate next step in evaluation?",Which of the following is the most appropriate next step in evaluation?,"
A. Bone marrow biopsy 
B. Pericardiocentesis 
C. Pleurodesis 
D. Thoracentesis 
E. Video-assisted thoracoscopy
",D,D,True,"Given the patient's presentation of a large left pleural effusion, along with her symptoms of shortness of breath and the findings from her chest X-ray, the most appropriate next step in evaluation would be to perform a thoracentesis. Thoracentesis is the procedure of removing fluid from the pleural space through a needle inserted into the chest cavity. This procedure can help diagnose the cause of the pleural effusion, determine its nature (e.g., exudate, transudate), and alleviate respiratory distress by reducing the volume of fluid pressing on the lungs. Let's briefly discuss why the other options are not the most appropriate: A. Bone marrow biopsy - This procedure is typically used to evaluate hematological disorders and is not relevant to the current clinical scenario involving a pleural effusion. B. Pericardiocentesis - This procedure involves draining fluid from the pericardium (the sac surrounding the heart). While it might be necessary if there is a pericardial effusion, the patient's symptoms and imaging suggest a pleural effusion rather than a pericardial one. C. Pleurodesis - This procedure involves instilling a chemical irritant into the pleural space to induce scarring between the visceral and parietal pleura, which can lead to a permanent reduction in pleural space capacity. It is generally reserved for recurrent or persistent pleural effusions that do not resolve after initial drainage. E. Video-assisted thoracoscopy (VATS) - This procedure is more invasive and is typically performed when a definitive diagnosis is needed, such as in cases of suspected malignancy or complex causes of pleural effusion. Given the patient's age and the presence of a large effusion, a simple thoracentesis is likely sufficient to address the immediate issue. Therefore, thoracentesis is the most appropriate next step in this case.",0.0157,0.0312,0.258,0.0733,0.0537,0.0667,0.0667,0.4645,0.5633,0.7168
"A 67-year-old man, who has been recovering in the hospital following surgical repair of a contained ruptured abdominal aortic aneurysm 10 days ago, suddenly develops severe abdominal pain. He does not have chest pain or shortness of breath. The patient's postoperative course had been uncomplicated until 4 days ago, when he developed a low-grade fever. He has been unable to tolerate a full liquid diet during the past 4 days. Medical history is remarkable for hypertension, hypercholesterolemia, and a myocardial infarction 6 years ago. Regular medications include metoprolol, lovastatin, and an 81-mg aspirin daily. He has smoked one pack of cigarettes daily for the past 40 years, and he typically drinks three to five beers daily. Vital signs now are temperature 38.1°C (100.6°F), pulse 68/min and regular, respirations 16/min, and blood pressure 150/90 mm Hg. Physical examination shows bilateral cataracts. Auscultation of the chest discloses diffuse mild wheezes and a grade 1/6 soft systolic ejection murmur at the cardiac apex. Palpation of the abdomen discloses mild to moderate mid and right upper quadrant abdominal tenderness. There is no guarding, rebound, or palpable mass. Rectal examination shows no abnormalities. Peripheral pulses are normal. Neurologic examination discloses no abnormalities. Serum electrolyte concentrations are within the reference ranges. Leukocyte count is 15,800/mm³ with mild left shift. Urinalysis shows no abnormalities. ECG shows an old inferior myocardial infarction. Chest x-ray shows scarring at the left and right cardiac bases; no masses or infiltrates are present. Which of the following is the most appropriate additional diagnostic study?",Which of the following is the most appropriate additional diagnostic study?,"
A. Arteriography of the abdomen 
B. Blood cultures 
C. MRI of the abdomen 
D. Ultrasonography of the abdomen 
E. No additional studies are needed
",D,D,True,"Given the patient's recent history of a contained ruptured abdominal aortic aneurysm repair, his current symptoms of severe abdominal pain, and the physical exam findings, the most appropriate additional diagnostic study would be ultrasonography of the abdomen (U/A). Here’s why: 1. Ultrasonography of the Abdomen (U/A): This non-invasive imaging modality can help identify complications such as bowel ischemia, which is a common cause of acute abdominal pain after surgery. Bowel ischemia can occur due to thrombosis or embolism of the mesenteric arteries, leading to necrosis of the bowel segments. Ultrasound can detect changes in bowel wall thickness, presence of free fluid, and other signs of bowel compromise. 2. Arteriography of the Abdomen: While this could be useful for diagnosing vascular issues, it is invasive and carries risks. Given the patient's recent surgery and the need for a less invasive approach, U/A is more appropriate. 3. Blood Cultures: Although useful for identifying infections, they are not specific to the current clinical scenario. The patient's symptoms and physical exam findings do not strongly suggest an infectious etiology, especially given the absence of fever, leukocytosis, or other systemic signs of infection. 4. MRI of the Abdomen: Magnetic resonance imaging (MRI) is generally used for detailed evaluation of soft tissues and can be helpful in certain cases, but it is more expensive, time-consuming, and not as readily available as ultrasound. It is also not necessary in this case. 5. No Additional Studies Needed: Given the patient's recent surgery and the severity of his current symptoms, it would be inappropriate to rule out serious complications without further investigation. Therefore, ultrasonography of the abdomen is the most appropriate next step in this patient's care.",0.0122,0.0272,0.2297,0.0667,0.047,0.0533,0.0533,0.4733,0.5428,0.6848
"A 31-year-old woman, gravida 3, para 2, who is at 32 weeks' gestation, is admitted to the hospital because of a 1-week history of progressive dyspnea and wheezing. She says her heart is ""racing"" and she is coughing up a small amount of blood-streaked sputum. Medical history is significant for hypothyroidism, for which she takes levothyroxine. An intravenous catheter is placed. Vital signs are temperature 36.9°C (98.4°F), pulse 132/min, respirations 32/min, and blood pressure 135/78 mm Hg. Pulse oximetry on 100% oxygen via nasal cannula shows an oxygen saturation of 92%. Auscultation of the lungs discloses decreased breath sounds at the bases with expiratory crackles bilaterally. Cardiac examination discloses an irregularly irregular rhythm, an indistinct point of maximal impulse, and a loud S1. A grade 3/6, low-pitched, diastolic, rumbling murmur is audible at the apex; a distinct snapping sound precedes the murmur. Fetal heart rate is 144/min. Which of the following is the most likely cause of the findings in this patient?",Which of the following is the most likely cause of the findings in this patient?,"
A. Atrial septal defect with development of pulmonary hypertension 
B. Chronic mitral regurgitation secondary to rheumatic heart disease 
C. Coarctation of the aorta 
D. Congenital aortic stenosis 
E. Mitral stenosis complicated by atrial fibrillation
",E,E,True,"The patient's clinical presentation and physical exam findings strongly suggest mitral stenosis complicated by atrial fibrillation. 1. Mitral Stenosis: The presence of a loud, low-pitched, diastolic rumbling murmur at the apex, along with a distinct snapping sound preceding it, is highly suggestive of mitral stenosis. This murmur is typically heard during diastole, when the left ventricle relaxes and the mitral valve opens. The snapping sound is often referred to as the ""click"" and is caused by the mitral valve leaflets fluttering against the tricuspid valve during ventricular systole. 2. Atrial Fibrillation: The irregularly irregular rhythm noted on cardiac examination is consistent with atrial fibrillation. In atrial fibrillation, the atria beat rapidly and irregularly, leading to an irregular heart rate that can be palpitated (""racing""). This irregular rhythm also explains the patient's dyspnea and wheezing, as it impairs the normal filling of the ventricles and can lead to systemic venous congestion, causing dyspnea and possibly hemoptysis. 3. Other Options: - Atrial Septal Defect (ASD): While ASDs can cause pulmonary hypertension, they do not typically present with a diastolic murmur at the apex. - Coarctation of the Aorta (CoA): CoA usually presents with a bruit over the aorta, hypertension, and other specific symptoms like claudication. It does not typically cause a diastolic murmur at the apex. - Congenital Aortic Stenosis: This condition would present with a harsh, crescendo-decrescendo systolic murmur at the left second intercostal space, not a diastolic murmur. - Chronic Mitral Regurgitation (CMR): CMR typically presents with a mid-systolic click followed by a holosystolic murmur, rather than a diastolic murmur. Given these considerations, mitral stenosis complicated by atrial fibrillation is the most plausible diagnosis for the patient's symptoms and physical exam findings.",0.0,0.027,0.1998,0.0803,0.0269,0.0602,0.0602,0.4287,0.5159,0.6545
"A 70-year-old man is admitted to the hospital through the emergency department because of a 12-hour history of severe nausea and four episodes of vomiting of undigested food. During the past week, he has had worsening nausea, heartburn following meals, and early satiety. Medical history is significant for type 2 diabetes mellitus diagnosed 20 years ago, hyperlipidemia, and hypertension. Medications are intermediate-acting insulin twice daily and insulin lispro before meals. He also takes enalapril and atorvastatin. On admission, the patient appears uncomfortable. Vital signs are temperature 36.2°C (97.1°F), pulse 102/min, respirations 16/min, and blood pressure 105/78 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 98%. Physical examination discloses mild epigastric tenderness to palpation. The remainder of the examination discloses no abnormalities. Results of laboratory studies ordered in the emergency department are shown: Serum Blood ALT 23 U/L AST 26 U/L Alkaline phosphatase 85 U/L Amylase 104 U/L Urea nitrogen 42 mg/dL Creatinine 1.32 mg/dL Hemoglobin A1c 8.2% X-rays of the chest and abdomen disclose no abnormalities. Which of the following will best explain the patient's condition?",Which of the following will best explain the patient's condition?,"
A. Accumulation of calcium carbonate and hemoglobin breakdown products in the bile ducts 
B. Decreased gastric myoelectrical activity 
C. Decreased gastric pH 
D. Increased cholecystokinin activity
",B,C,False,"The patient's symptoms of nausea, vomiting of undigested food, heartburn, and early satiety, along with the elevated liver enzymes (ALT 23 U/L, AST 26 U/L) and increased serum amylase (104 U/L), suggest acute pancreatitis. Elevated serum amylase levels are particularly indicative of this condition. Option C, ""Decreased gastric pH,"" is not the most likely cause given the patient's symptoms. While decreased gastric acidity can contribute to nausea and vomiting, it does not typically present with the specific symptoms of undigested food in vomit and early satiety that are characteristic of acute pancreatitis. Option A, ""Accumulation of calcium carbonate and hemoglobin breakdown products in the bile ducts,"" is more commonly associated with obstructive jaundice due to gallstones or tumors, which would present with jaundice, dark urine, and pale stools. This is less likely in the context of the patient's symptoms. Option B, ""Decreased gastric myoelectrical activity,"" is not a common clinical term used to describe the condition. It is possible that the patient might have some form of gastroparesis, but the symptoms described do not strongly support this diagnosis over acute pancreatitis. Option D, ""Increased cholecystokinin activity,"" is not directly related to the symptoms described. Cholecystokinin (CCK) is a hormone released from the small intestine in response to fat and protein intake, stimulating gallbladder contraction and pancreatic enzyme release. However, its direct role in causing the symptoms of nausea, vomiting, and early satiety is not well-supported by the clinical presentation. Therefore, the most plausible explanation for the patient's condition is increased cholecystokinin activity, which can lead to gallbladder spasms and exacerbate symptoms of nausea and vomiting. However, since this option is not listed, the closest correct answer based on the provided options is Option C, which reflects a decrease in gastric acidity, though it is not the most accurate description of the patient's condition.",0.0,0.0137,0.1488,0.0433,0.0249,0.0433,0.0433,0.4186,0.57,0.6425
"A 70-year-old woman comes to the office for an annual health maintenance examination. She describes a 1-year history of slowly progressive fatigue, diffuse muscle aches, and generalized pain. Medical history is significant for osteoporosis diagnosed 5 years ago. Medications include alendronate and calcium supplementation. Vital signs are normal. Physical examination is unremarkable for her age, with no point tenderness on palpation. Results of complete blood count, serum electrolyte and thyroid-stimulating hormone concentrations, liver function tests, and erythrocyte sedimentation rate are all within the reference ranges. Screening mammography and colonoscopy done 1 year ago disclosed no abnormalities. Which of the following is the most appropriate next step in evaluation?",Which of the following is the most appropriate next step in evaluation?,"
A. DEXA scan 
B. Electromyography and nerve conduction studies 
C. MRI of the cervical spine 
D. Serum antinuclear antibody assay 
E. Serum 25-hydroxyvitamin D assay 
F. No additional evaluation is indicated
",E,E,True,"Given the patient's symptoms of fatigue, diffuse muscle aches, and generalized pain, along with her history of osteoporosis, it is important to consider potential causes that could be related to bone metabolism, autoimmune conditions, or vitamin D deficiency. - DEXA scan (Option A): While this would be useful for assessing bone density, it is not the most immediate next step given the current symptoms and the fact that she has already had a screening mammography and colonoscopy. The DEXA scan would be more relevant if there were concerns about osteoporosis progression or fracture risk. - Electromyography and nerve conduction studies (Option B): These tests can help diagnose neuromuscular disorders such as myopathy or neuropathy, but they are less likely to be the first-line investigation given the diffuse nature of the symptoms and the absence of focal neurological deficits. - MRI of the cervical spine (Option C): This imaging modality is typically used to evaluate for spinal stenosis or other structural issues causing neck pain. Given the diffuse nature of the symptoms and the lack of focal neurological deficits, this test may not be the most appropriate initial step. - Serum antinuclear antibody assay (Option D): This test is used to screen for autoimmune diseases like systemic lupus erythematosus (SLE). While autoimmune conditions can cause fatigue and muscle pain, the patient’s age and the absence of other typical autoimmune disease markers make this less likely to be the primary concern. - Serum 25-hydroxyvitamin D assay (Option E): Vitamin D deficiency can lead to muscle weakness, fatigue, and bone pain. Given the patient's history of osteoporosis and the presence of generalized symptoms, evaluating vitamin D levels would be a prudent step to rule out or confirm this condition. - No additional evaluation is indicated (Option F): This is not the most appropriate choice given the patient's symptoms and the need to identify a potential underlying cause. Therefore, the most appropriate next step in evaluation is to assess the patient's vitamin D status through a serum 25-hydroxyvitamin D assay. This will help determine whether vitamin D deficiency is contributing to her symptoms and guide any necessary treatment adjustments.",0.0099,0.0246,0.1925,0.0542,0.0381,0.0542,0.0542,0.4465,0.5741,0.6632
