emb_t,tok_t,background_recall_corr1_pearson,background_recall_corr1_spearman,background_recall_corr1_kendall,ques_recall_corr1_pearson,ques_recall_corr1_spearman,ques_recall_corr1_kendall,background_recall_corr2_pb,ques_recall_corr2_pb,background_recall_corr3_pearson,background_recall_corr3_spearman,background_recall_corr3_kendall,ques_recall_corr3_pearson,ques_recall_corr3_spearman,ques_recall_corr3_kendall,background_recall_corr1_p_pearson,background_recall_corr1_p_spearman,background_recall_corr1_p_kendall,ques_recall_corr1_p_pearson,ques_recall_corr1_p_spearman,ques_recall_corr1_p_kendall,background_recall_corr2_p_pb,ques_recall_corr2_p_pb,background_recall_corr3_p_pearson,background_recall_corr3_p_spearman,background_recall_corr3_p_kendall,ques_recall_corr3_p_pearson,ques_recall_corr3_p_spearman,ques_recall_corr3_p_kendall
0.75,0.0,0.7393,0.8571,0.7143,0.6185,0.5,0.3333,0.0494,0.041,0.131,0.14,0.102,0.058,0.078,0.062,0.0576,0.0137,0.0302,0.1387,0.2532,0.3813,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.1,0.7932,0.8571,0.7143,0.6964,0.6429,0.4286,0.0548,0.0318,0.156,0.173,0.126,0.074,0.093,0.072,0.0333,0.0137,0.0302,0.0821,0.1194,0.2389,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.2,0.795,0.8571,0.7143,0.6866,0.6429,0.4286,0.0548,0.0333,0.155,0.174,0.126,0.073,0.092,0.072,0.0326,0.0137,0.0302,0.0884,0.1194,0.2389,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.3,0.8032,0.8571,0.7143,0.6751,0.5,0.3333,0.0571,0.0406,0.16,0.177,0.129,0.072,0.098,0.076,0.0296,0.0137,0.0302,0.0961,0.2532,0.3813,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.4,0.8092,0.8571,0.7143,0.7009,0.5714,0.4286,0.0609,0.0483,0.165,0.185,0.134,0.083,0.11,0.085,0.0275,0.0137,0.0302,0.0793,0.1802,0.2389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.5,0.8073,0.8571,0.7143,0.7227,0.7143,0.5238,0.0607,0.0547,0.165,0.184,0.134,0.093,0.121,0.094,0.0281,0.0137,0.0302,0.0666,0.0713,0.1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.6,0.8179,0.8571,0.7143,0.6981,0.6071,0.5238,0.0546,0.0479,0.154,0.172,0.126,0.091,0.124,0.097,0.0246,0.0137,0.0302,0.0811,0.1482,0.1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.7,0.8182,0.8571,0.7143,0.6606,0.6071,0.5238,0.0487,0.0521,0.138,0.158,0.115,0.08,0.116,0.091,0.0245,0.0137,0.0302,0.1063,0.1482,0.1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.0,0.7423,0.8571,0.7143,0.6478,0.5357,0.4286,0.0612,0.0455,0.13,0.144,0.104,0.062,0.08,0.062,0.0561,0.0137,0.0302,0.1157,0.2152,0.2389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.1,0.7807,0.8571,0.7143,0.6652,0.5357,0.4286,0.0596,0.0396,0.144,0.163,0.119,0.066,0.086,0.067,0.0383,0.0137,0.0302,0.103,0.2152,0.2389,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.2,0.7812,0.8571,0.7143,0.6619,0.5357,0.4286,0.0596,0.0398,0.144,0.164,0.119,0.066,0.087,0.067,0.0381,0.0137,0.0302,0.1053,0.2152,0.2389,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.3,0.7843,0.8571,0.7143,0.6757,0.5357,0.4286,0.0588,0.047,0.148,0.168,0.123,0.066,0.095,0.073,0.0368,0.0137,0.0302,0.0957,0.2152,0.2389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.4,0.8006,0.8571,0.7143,0.6731,0.5714,0.4286,0.0604,0.0475,0.156,0.176,0.128,0.076,0.102,0.079,0.0305,0.0137,0.0302,0.0975,0.1802,0.2389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.5,0.7994,0.8571,0.7143,0.6912,0.5714,0.4286,0.0602,0.0544,0.156,0.176,0.128,0.083,0.112,0.086,0.031,0.0137,0.0302,0.0854,0.1802,0.2389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.6,0.8159,0.8571,0.7143,0.6967,0.6071,0.5238,0.0539,0.049,0.151,0.17,0.124,0.091,0.124,0.096,0.0252,0.0137,0.0302,0.082,0.1482,0.1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.7,0.8165,0.8571,0.7143,0.6612,0.6071,0.5238,0.0491,0.0521,0.138,0.158,0.115,0.08,0.116,0.091,0.025,0.0137,0.0302,0.1059,0.1482,0.1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.0,0.7316,0.8571,0.7143,0.5577,0.6071,0.5238,0.0561,0.0449,0.129,0.141,0.102,0.056,0.072,0.056,0.0617,0.0137,0.0302,0.1933,0.1482,0.1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.1,0.7539,0.8571,0.7143,0.5736,0.6071,0.5238,0.0533,0.0403,0.135,0.151,0.11,0.058,0.075,0.058,0.0503,0.0137,0.0302,0.1782,0.1482,0.1361,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.2,0.7544,0.8571,0.7143,0.5763,0.6071,0.5238,0.0532,0.0411,0.135,0.151,0.11,0.059,0.076,0.059,0.05,0.0137,0.0302,0.1757,0.1482,0.1361,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.3,0.7631,0.8571,0.7143,0.6008,0.5714,0.4286,0.0536,0.0453,0.139,0.155,0.113,0.061,0.085,0.066,0.046,0.0137,0.0302,0.1537,0.1802,0.2389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.4,0.788,0.8571,0.7143,0.6179,0.6071,0.5238,0.056,0.0442,0.148,0.165,0.12,0.064,0.088,0.068,0.0353,0.0137,0.0302,0.1392,0.1482,0.1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.5,0.7897,0.8571,0.7143,0.6438,0.5714,0.4286,0.0559,0.0473,0.148,0.164,0.12,0.071,0.096,0.075,0.0347,0.0137,0.0302,0.1187,0.1802,0.2389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.6,0.8045,0.8571,0.7143,0.6958,0.6071,0.5238,0.0534,0.0499,0.148,0.165,0.12,0.089,0.122,0.096,0.0291,0.0137,0.0302,0.0825,0.1482,0.1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.85,0.7,0.8166,0.8571,0.7143,0.6602,0.6071,0.5238,0.0477,0.0529,0.137,0.157,0.114,0.08,0.116,0.091,0.025,0.0137,0.0302,0.1065,0.1482,0.1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.0,0.7719,0.8571,0.7143,0.4718,0.5,0.3333,0.0447,0.0471,0.129,0.139,0.102,0.048,0.065,0.05,0.042,0.0137,0.0302,0.2852,0.2532,0.3813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.1,0.779,0.8571,0.7143,0.4907,0.5,0.3333,0.0433,0.0458,0.131,0.144,0.105,0.051,0.07,0.054,0.039,0.0137,0.0302,0.2635,0.2532,0.3813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.2,0.7794,0.8571,0.7143,0.4899,0.5,0.3333,0.0433,0.0456,0.131,0.144,0.105,0.051,0.07,0.054,0.0388,0.0137,0.0302,0.2645,0.2532,0.3813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.3,0.7776,0.8571,0.7143,0.4977,0.5357,0.4286,0.0436,0.046,0.133,0.145,0.106,0.051,0.07,0.055,0.0396,0.0137,0.0302,0.2557,0.2152,0.2389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.4,0.7999,0.8571,0.7143,0.5281,0.5357,0.4286,0.0479,0.0459,0.139,0.155,0.113,0.056,0.077,0.06,0.0308,0.0137,0.0302,0.2231,0.2152,0.2389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.5,0.7993,0.8571,0.7143,0.5573,0.5714,0.4286,0.0482,0.0517,0.14,0.155,0.113,0.062,0.084,0.065,0.031,0.0137,0.0302,0.1936,0.1802,0.2389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.6,0.8088,0.8571,0.7143,0.6604,0.6071,0.5238,0.0496,0.0551,0.141,0.158,0.115,0.081,0.114,0.089,0.0276,0.0137,0.0302,0.1064,0.1482,0.1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.7,0.8167,0.8571,0.7143,0.6597,0.6071,0.5238,0.0467,0.0539,0.135,0.155,0.113,0.081,0.117,0.092,0.025,0.0137,0.0302,0.1069,0.1482,0.1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
